Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Dependency=HVAC System Cooling Type	Option=None	Option=Fan coil with chiller/Boiler	Option=Fan coil with chiller	Option=radiators with boiler steam/HW	Option=fan coil with boiler HW	Option=PTACs with boiler HW	Count	Weight
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	44	421294.9085
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	5	60754.85799
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	54	629081.9636
Multi-Family with 2 - 4 Units	1960s	None	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	6	43145.03697
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1960s	Propane	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	44	421294.9085
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	5	60754.85799
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	54	629081.9636
Multi-Family with 2 - 4 Units	1960s	None	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	6	43145.03697
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	0	0.0
Multi-Family with 2 - 4 Units	1960s	Propane	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	0	0.0
Multi-Family with 2 - 4 Units	1970s	Electricity	Both Shared	Central	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Both Shared	Central	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Both Shared	Central	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Both Shared	Central	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Both Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Both Shared	Central	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Neither Shared	Central	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Neither Shared	Central	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Neither Shared	Central	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Neither Shared	Central	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Neither Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Neither Shared	Central	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Both Shared	Room	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Both Shared	Room	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Both Shared	Room	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Both Shared	Room	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Both Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Both Shared	Room	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Neither Shared	Room	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Neither Shared	Room	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Neither Shared	Room	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Neither Shared	Room	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Neither Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Neither Shared	Room	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Both Shared	None	0	1	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Both Shared	None	0	1	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Both Shared	None	0	1	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Both Shared	None	0	1	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Both Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Both Shared	None	0	1	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Neither Shared	None	0	1	0	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Neither Shared	None	0	1	0	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Neither Shared	None	0	1	0	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Neither Shared	None	0	1	0	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Neither Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Neither Shared	None	0	1	0	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	3	21753.460730000003
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	91	814183.7359
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	8	74349.48319
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	60	552687.1337
Multi-Family with 2 - 4 Units	1970s	None	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	10	75417.4582
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	0	0.0
Multi-Family with 2 - 4 Units	1970s	Propane	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	3	21753.460730000003
Multi-Family with 2 - 4 Units	1980s	Electricity	Both Shared	Central	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Both Shared	Central	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Both Shared	Central	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Both Shared	Central	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Both Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Both Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Neither Shared	Central	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Neither Shared	Central	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Neither Shared	Central	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Neither Shared	Central	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Neither Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Neither Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Both Shared	Room	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Both Shared	Room	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Both Shared	Room	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Both Shared	Room	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Both Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Both Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Neither Shared	Room	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Neither Shared	Room	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Neither Shared	Room	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Neither Shared	Room	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Neither Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Neither Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Both Shared	None	0	1	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Both Shared	None	0	1	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Both Shared	None	0	1	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Both Shared	None	0	1	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Both Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Both Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Neither Shared	None	0	1	0	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Neither Shared	None	0	1	0	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Neither Shared	None	0	1	0	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Neither Shared	None	0	1	0	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Neither Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Neither Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	64	573315.2865
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	1	9005.897813
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	43	449536.9343
Multi-Family with 2 - 4 Units	1980s	None	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	8	54017.41425
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	0	0.0
Multi-Family with 2 - 4 Units	1980s	Propane	Only Heating Shared	None	0	0	0	0.33	0.33	0.34	0	0.0
Multi-Family with 2 - 4 Units	1990s	Electricity	Both Shared	Central	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Both Shared	Central	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Both Shared	Central	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Both Shared	Central	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Both Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Both Shared	Central	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Neither Shared	Central	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Neither Shared	Central	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Neither Shared	Central	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Neither Shared	Central	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Neither Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Neither Shared	Central	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Only Cooling Shared	Central	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Only Heating Shared	Central	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Both Shared	Room	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Both Shared	Room	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Both Shared	Room	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Both Shared	Room	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Both Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Both Shared	Room	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Neither Shared	Room	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Neither Shared	Room	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Neither Shared	Room	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Neither Shared	Room	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Neither Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Neither Shared	Room	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Only Cooling Shared	Room	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Only Heating Shared	Room	1	0	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Both Shared	None	0	1	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Both Shared	None	0	1	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Both Shared	None	0	1	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Both Shared	None	0	1	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Both Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Both Shared	None	0	1	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Neither Shared	None	0	1	0	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Neither Shared	None	0	1	0	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Neither Shared	None	0	1	0	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Neither Shared	None	0	1	0	0.0	0.0	0.0	7	45157.41633
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Neither Shared	None	0	1	0	0.0	0.0	0.0	0	0.0
Multi-Family with 2 - 4 Units	1990s	Propane	Neither Shared	None	0	1	0	0.0	0.0	0.0	1	53483.17588
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	46	397623.9506
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	1	11578.19645
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	24	261588.055
Multi-Family with 2 - 4 Units	1990s	None	Only Cooling Shared	None	0	0	1	0.0	0.0	0.0	7	45157.41633
