Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
2B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2156.94	5.91038e-06
2B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.00707848	57.6597	8.42359e-07
2B	Single-Family Attached	4000+	Room AC	0	0.594446	0.165913	0.23964	0	0	0	0.00322498	26.9798	2.82889e-07
2B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00312513	0.00545878	0.991416	0	34.3889	356820	0.00177301
2B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	11.3304	120562	0.000686117
2B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	4.47658	45106.8	0.000496357
2B	Single-Family Detached	0-1499	Room AC	0	0.125104	0.208326	0.335111	0	0.331458	0	6.52098	60965.7	0.000310629
2B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.00990086	0.0112092	0.97889	0	18.6419	185777	0.00348254
2B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	10.1244	100103	0.00137091
2B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0.573291	5234.85	0.000515419
2B	Single-Family Detached	1500-2499	Room AC	0	0.307388	0.248188	0.395118	0	0.0493067	0	0.494275	4330.4	0.000315602
2B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0225062	0.0190093	0.958485	0	5.63855	54597.8	0.00186181
2B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.95815	18957	0.000720599
2B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.0740121	691.847	0.000167267
2B	Single-Family Detached	2500-3999	Room AC	0	0.383999	0.246372	0.238556	0	0.131073	0	0.0743227	633.472	9.01599e-05
2B	Single-Family Detached	4000+	Central AC	0	0	0	0.0254447	0.023842	0.950713	0	0.761172	7268.48	0.000613146
2B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2156.94	0.000220089
2B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.00707848	57.6597	4.48833e-05
2B	Single-Family Detached	4000+	Room AC	0	0.594446	0.165913	0.23964	0	0	0	0.00322498	26.9798	1.66918e-05
3A	Mobile Home	0-1499	Central AC	0	0	0	0.00025328	0.00508779	0.994659	0	1.25601	39022.6	0.00589958
3A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.848994	31502.7	0.00292578
3A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.146999	4746.95	0.000576647
3A	Mobile Home	0-1499	Room AC	0	0.125585	0.12226	0.542353	0.0105818	0.19922	0	1.40404	44800.6	0.00127853
3A	Mobile Home	1500-2499	Central AC	0	0	0	0.000807807	0.0105175	0.988675	0	0.680871	20316.9	0.00188407
3A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.758627	26156.9	0.000973667
3A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.0188253	550.905	0.000184148
3A	Mobile Home	1500-2499	Room AC	0	0.268054	0.12653	0.555508	0.0241632	0.0257443	0	0.106423	3182.19	0.000340024
3A	Mobile Home	2500-3999	Central AC	0	0	0	0.00185906	0.0180576	0.980083	0	0.20594	5970.94	0.000143126
3A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.146726	4953.43	7.60555e-05
3A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.00243036	72.8086	1.50976e-05
3A	Mobile Home	2500-3999	Room AC	0	0.383473	0.143837	0.384082	0.0102364	0.0783713	0	0.0160026	465.506	2.51735e-05
3A	Mobile Home	4000+	Central AC	0	0	0	0.00210835	0.0227191	0.975173	0	0.0278007	794.897	0.000114553
3A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.0195221	563.604	5.1697e-05
3A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.000232438	6.068	1.67178e-05
3A	Mobile Home	4000+	Room AC	0	0.551538	0.0899951	0.358467	0	0	0	0.000694376	19.8261	2.87391e-05
3A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000574246	0.00260851	0.996817	0	13.8957	165288	0.00364699
3A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.1013	15811.6	0.0015188
3A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	2.95853	37141.7	0.000241485
3A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.104903	0.258053	0.372373	0.0406199	0.224051	0	16.2704	207642	0.000588567
3A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00183508	0.00540287	0.992762	0	7.53274	86056.3	0.000382452
3A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.984074	13128.5	0.000160241
3A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0.378881	4310.46	2.31193e-05
3A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.225242	0.268653	0.383674	0.0933059	0.0291253	0	1.23326	14748.8	5.94428e-05
3A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00423321	0.00929825	0.986469	0	2.2784	25291.1	3.35772e-05
3A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.190329	2486.19	1.42088e-05
3A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.0489138	569.678	5.87804e-06
3A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.31557	0.299092	0.259794	0.0387112	0.0868323	0	0.185441	2157.53	7.27987e-06
3A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00481036	0.0117217	0.983468	0	0.30757	3366.94	5.29007e-05
3A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0253236	282.881	2.18773e-05
3A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.00467809	47.478	5.14441e-06
3A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.513736	0.211815	0.274448	0	0	0	0.00804659	91.8901	1.62325e-05
3A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000574246	0.00260851	0.996817	0	13.8957	165288	0.0110557
3A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.1013	15811.6	0.00536282
3A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	2.95853	37141.7	0.000534192
3A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.104903	0.258053	0.372373	0.0406199	0.224051	0	16.2704	207642	0.00114138
3A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00183508	0.00540287	0.992762	0	7.53274	86056.3	0.000809875
3A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.984074	13128.5	0.000393954
3A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0.378881	4310.46	4.07657e-05
3A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.225242	0.268653	0.383674	0.0933059	0.0291253	0	1.23326	14748.8	5.74994e-05
3A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00423321	0.00929825	0.986469	0	2.2784	25291.1	5.06843e-05
3A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.190329	2486.19	2.49335e-05
3A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.0489138	569.678	2.69335e-06
3A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.31557	0.299092	0.259794	0.0387112	0.0868323	0	0.185441	2157.53	1.86189e-06
3A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00481036	0.0117217	0.983468	0	0.30757	3366.94	5.59188e-05
3A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0253236	282.881	2.53289e-05
3A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.00467809	47.478	2.00909e-06
3A	Multi-Family with 5+ Units	4000+	Room AC	0	0.513736	0.211815	0.274448	0	0	0	0.00804659	91.8901	6.6523e-06
3A	Single-Family Attached	0-1499	Central AC	0	0	0	0.00649215	0.0153647	0.978143	0	241.814	2.62491e+06	0.00128886
3A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	43.703	558520	0.000391202
3A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	11.3636	127109	3.86003e-05
3A	Single-Family Attached	0-1499	Room AC	0	0.220483	0.227206	0.381725	0.0702865	0.100299	0	41.4082	491807	0.000198892
3A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0202063	0.0309954	0.948798	0	131.085	1.36665e+06	0.00104176
3A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	39.0512	463741	0.000287552
3A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	1.45528	14751.6	2.56489e-05
3A	Single-Family Attached	1500-2499	Room AC	0	0.370502	0.185122	0.307815	0.126357	0.0102042	0	3.13865	34933.1	0.00010374
3A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.044702	0.0511562	0.904142	0	39.6488	401644	0.000183266
3A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	7.55288	87820.6	4.96065e-05
3A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0.187877	1949.6	5.79691e-06
3A	Single-Family Attached	2500-3999	Room AC	0	0.510681	0.20276	0.205055	0.0515747	0.0299296	0	0.471949	5110.18	2.03504e-05
3A	Single-Family Attached	4000+	Central AC	0	0	0	0.0499633	0.0634315	0.886605	0	5.35237	53469.8	3.73967e-05
3A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	1.00492	9992.29	1.0807e-05
3A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0179685	162.483	1.22026e-06
3A	Single-Family Attached	4000+	Room AC	0	0.697701	0.120507	0.181792	0	0	0	0.0204786	217.645	4.80845e-06
3A	Single-Family Detached	0-1499	Central AC	0	0	0	0.00649215	0.0153647	0.978143	0	241.814	2.62491e+06	0.0199459
3A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	43.703	558520	0.00471674
3A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	11.3636	127109	0.000954005
3A	Single-Family Detached	0-1499	Room AC	0	0.220483	0.227206	0.381725	0.0702865	0.100299	0	41.4082	491807	0.0048383
3A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0202063	0.0309954	0.948798	0	131.085	1.36665e+06	0.0268687
3A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	39.0512	463741	0.00635023
3A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	1.45528	14751.6	0.000848442
3A	Single-Family Detached	1500-2499	Room AC	0	0.370502	0.185122	0.307815	0.126357	0.0102042	0	3.13865	34933.1	0.00456754
3A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.044702	0.0511562	0.904142	0	39.6488	401644	0.0118219
3A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	7.55288	87820.6	0.00277155
3A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.187877	1949.6	0.000308875
3A	Single-Family Detached	2500-3999	Room AC	0	0.510681	0.20276	0.205055	0.0515747	0.0299296	0	0.471949	5110.18	0.00154531
3A	Single-Family Detached	4000+	Central AC	0	0	0	0.0499633	0.0634315	0.886605	0	5.35237	53469.8	0.00272244
3A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	1.00492	9992.29	0.000645307
3A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0179685	162.483	7.66582e-05
3A	Single-Family Detached	4000+	Room AC	0	0.697701	0.120507	0.181792	0	0	0	0.0204786	217.645	0.000338637
3B	Mobile Home	0-1499	Central AC	0	0	0	0.000516236	0.0103278	0.989156	0	1.11141	24048.8	0.00121683
3B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.256046	5972.28	0.000187709
3B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.42099	29631.3	0.00135328
3B	Mobile Home	0-1499	Room AC	0	0.140528	0.0916584	0.236488	0.0018338	0.529492	0	2.58698	48820.6	0.000585063
3B	Mobile Home	1500-2499	Central AC	0	0	0	0.00163633	0.021218	0.977146	0	0.602486	12520.9	0.000352233
3B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.228792	4958.81	6.16008e-05
3B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.181978	3438.84	0.000374781
3B	Mobile Home	1500-2499	Room AC	0	0.422675	0.133672	0.341332	0.00590074	0.0964201	0	0.196087	3467.73	9.792e-05
3B	Mobile Home	2500-3999	Central AC	0	0	0	0.00373276	0.0361099	0.960157	0	0.182232	3679.77	4.88315e-05
3B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0442506	939.069	7.3776e-06
3B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0234934	454.484	3.24156e-05
3B	Mobile Home	2500-3999	Room AC	0	0.469228	0.117919	0.183137	0.00193983	0.227777	0	0.029485	507.276	8.01086e-06
3B	Mobile Home	4000+	Central AC	0	0	0	0.00421219	0.0452051	0.950583	0	0.0246002	489.878	4.46646e-05
3B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00588761	106.848	6.4644e-06
3B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.0022469	37.8774	3.92329e-05
3B	Mobile Home	4000+	Room AC	0	0.733897	0.0802311	0.185872	0	0	0	0.0012794	21.6051	1.21637e-05
3B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	101863	0.00299331
3B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	2997.56	0.000380877
3B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	28.5991	231845	0.00196171
3B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	226274	0.000855611
3B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	53034.7	0.000330288
3B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	2488.89	4.45957e-05
3B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	26906.6	0.000154172
3B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	16072.2	5.88e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	15586.4	5.88501e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	471.331	7.78146e-06
3B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	3556.03	4.28722e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	2351.13	1.79371e-05
3B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	2074.97	1.57595e-05
3B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	53.6284	1.89237e-06
3B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0452215	296.365	1.19646e-05
3B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	100.135	4.79534e-06
3B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	101863	0.0102398
3B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	2997.56	0.00183712
3B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	28.5991	231845	0.00580585
3B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	226274	0.00243359
3B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	53034.7	0.000360946
3B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	2488.89	6.88144e-05
3B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	26906.6	0.000165337
3B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	16072.2	6.72605e-05
3B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	15586.4	7.95986e-05
3B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	471.331	1.51828e-05
3B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	3556.03	1.93204e-05
3B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	2351.13	7.01223e-06
3B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	2074.97	3.67542e-05
3B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	53.6284	7.33842e-06
3B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0452215	296.365	2.49151e-05
3B	Multi-Family with 5+ Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	100.135	9.66521e-06
3B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	1.61768e+06	0.00207472
3B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	105884	0.000177143
3B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	109.848	793438	0.00090743
3B	Single-Family Attached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	535937	0.000444529
3B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	842236	0.00106347
3B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	87915.9	9.08566e-05
3B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	14.0677	92082	0.000382464
3B	Single-Family Attached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	38067.7	0.000182373
3B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	247525	0.000153663
3B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	16649	1.45315e-05
3B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.81614	12169.7	4.43069e-05
3B	Single-Family Attached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	5568.73	2.03727e-05
3B	Single-Family Attached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	32952.3	5.76048e-05
3B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	1894.33	4.4604e-06
3B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.173695	1014.25	1.52888e-05
3B	Single-Family Attached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	237.174	6.42223e-06
3B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	1.61768e+06	0.0103136
3B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	105884	0.000599322
3B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	109.848	793438	0.00538864
3B	Single-Family Detached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	535937	0.00291733
3B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	842236	0.0157069
3B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	87915.9	0.000979679
3B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	14.0677	92082	0.00554976
3B	Single-Family Detached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	38067.7	0.00271991
3B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	247525	0.00635472
3B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	16649	0.000420389
3B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.81614	12169.7	0.00166502
3B	Single-Family Detached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	5568.73	0.000780235
3B	Single-Family Detached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	32952.3	0.00130491
3B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	1894.33	8.95202e-05
3B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.173695	1014.25	0.000350563
3B	Single-Family Detached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	237.174	0.000169478
3C	Mobile Home	0-1499	Central AC	0	0	0	0	0.00268524	0.997315	0	0.0907273	1962.87	8.0361e-05
3C	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	4.49203e-19	1.33106e-18	0
3C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.07799	24988.9	0.000346956
3C	Mobile Home	0-1499	Room AC	0	0.286302	0.160863	0.357817	0	0.195019	0	0.397997	8459.98	8.0361e-05
3C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.00556837	0.994432	0	0.0491825	1021.96	2.57377e-05
3C	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	4.0139e-19	1.10518e-18	0
3C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.138052	2900.07	9.65298e-05
3C	Mobile Home	1500-2499	Room AC	0	0.522628	0.14238	0.313439	0	0.0215531	0	0.0301672	600.913	2.57377e-05
3C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.00960506	0.990395	0	0.014876	300.344	3.95787e-06
3C	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	7.76326e-20	2.09293e-19	0
3C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0178226	383.279	6.51374e-06
3C	Mobile Home	2500-3999	Room AC	0	0.627316	0.135802	0.181831	0	0.0550512	0	0.00453616	87.9045	3.95787e-06
3C	Mobile Home	4000+	Central AC	0	0	0	0	0.0121147	0.987885	0	0.00200818	39.984	2.74196e-06
3C	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	1.03291e-20	2.38135e-20	0
3C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00170455	31.9431	7.59142e-06
3C	Mobile Home	4000+	Room AC	0	0.77987	0.0734432	0.146686	0	0	0	0.000196831	3.74389	2.74196e-06
3C	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0	0.00137555	0.998624	0	1.00375	8314.11	0.000176255
3C	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	5.82696e-19	6.68076e-19	0
3C	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	21.6959	195521	0.001619
3C	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.229143	0.325321	0.23539	0	0.210147	0	4.61208	39210.4	0.000210522
3C	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0	0.00285649	0.997144	0	0.544125	4328.7	1.91193e-05
3C	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	5.20674e-19	5.54706e-19	0
3C	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.77846	22691.1	0.000184928
3C	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.447056	0.307744	0.220378	0	0.0248223	0	0.349585	2785.11	2.37395e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0	0.00493701	0.995063	0	0.164579	1272.16	2.38018e-06
3C	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.00703e-19	1.05047e-19	0
3C	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.358701	2998.9	3.48095e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.525373	0.287384	0.125168	0	0.0620744	0	0.0525661	407.42	4.53292e-06
3C	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0	0.00623463	0.993765	0	0.0222173	169.36	5.28563e-07
3C	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	1.33987e-20	1.19523e-20	0
3C	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.034306	249.933	9.30519e-06
3C	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.718102	0.170879	0.111019	0	0	0	0.00228092	17.3522	1.00136e-06
3C	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0	0.00137555	0.998624	0	1.00375	8314.11	0.000538091
3C	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	5.82696e-19	6.68076e-19	0
3C	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	21.6959	195521	0.00430896
3C	Multi-Family with 5+ Units	0-1499	Room AC	0	0.229143	0.325321	0.23539	0	0.210147	0	4.61208	39210.4	0.000824789
3C	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0	0.00285649	0.997144	0	0.544125	4328.7	2.028e-05
3C	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	5.20674e-19	5.54706e-19	0
3C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.77846	22691.1	0.000143829
3C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.447056	0.307744	0.220378	0	0.0248223	0	0.349585	2785.11	3.39392e-05
3C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.00493701	0.995063	0	0.164579	1272.16	2.69354e-06
3C	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.00703e-19	1.05047e-19	0
3C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.358701	2998.9	2.43549e-05
3C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.525373	0.287384	0.125168	0	0.0620744	0	0.0525661	407.42	5.92105e-06
3C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.00623463	0.993765	0	0.0222173	169.36	8.96464e-07
3C	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	1.33987e-20	1.19523e-20	0
3C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.034306	249.933	7.30856e-06
