Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
2B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2156.94	6.60441e-06
2B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.00707848	57.6597	9.07469e-07
2B	Single-Family Attached	4000+	Room AC	0	0.594446	0.165913	0.23964	0	0	0	0.00322498	26.9798	2.56723e-07
2B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00312513	0.00545878	0.991416	0	34.3889	356820	0.00175619
2B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	11.3304	120562	0.000676489
2B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	4.47658	45106.8	0.00049048
2B	Single-Family Detached	0-1499	Room AC	0	0.125104	0.208326	0.335111	0	0.331458	0	6.52098	60965.7	0.000306075
2B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.00990086	0.0112092	0.97889	0	18.6419	185777	0.00350413
2B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	10.1244	100103	0.00138176
2B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0.573291	5234.85	0.000521374
2B	Single-Family Detached	1500-2499	Room AC	0	0.307388	0.248188	0.395118	0	0.0493067	0	0.494275	4330.4	0.000318716
2B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0225062	0.0190093	0.958485	0	5.63855	54597.8	0.00191981
2B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.95815	18957	0.000741152
2B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.0740121	691.847	0.000171582
2B	Single-Family Detached	2500-3999	Room AC	0	0.383999	0.246372	0.238556	0	0.131073	0	0.0743227	633.472	9.33243e-05
2B	Single-Family Detached	4000+	Central AC	0	0	0	0.0254447	0.023842	0.950713	0	0.761172	7268.48	0.00055037
2B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2156.94	0.00019831
2B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.00707848	57.6597	4.04897e-05
2B	Single-Family Detached	4000+	Room AC	0	0.594446	0.165913	0.23964	0	0	0	0.00322498	26.9798	1.49677e-05
3A	Mobile Home	0-1499	Central AC	0	0	0	0.00025328	0.00508779	0.994659	0	1.25601	39022.6	0.00590714
3A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.848994	31502.7	0.00292591
3A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.146999	4746.95	0.000583365
3A	Mobile Home	0-1499	Room AC	0	0.125585	0.12226	0.542353	0.0105818	0.19922	0	1.40404	44800.6	0.00129511
3A	Mobile Home	1500-2499	Central AC	0	0	0	0.000807807	0.0105175	0.988675	0	0.680871	20316.9	0.0020142
3A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.758627	26156.9	0.00104013
3A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.0188253	550.905	0.000199096
3A	Mobile Home	1500-2499	Room AC	0	0.268054	0.12653	0.555508	0.0241632	0.0257443	0	0.106423	3182.19	0.000358231
3A	Mobile Home	2500-3999	Central AC	0	0	0	0.00185906	0.0180576	0.980083	0	0.20594	5970.94	8.62786e-05
3A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.146726	4953.43	4.39674e-05
3A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.00243036	72.8086	7.91307e-06
3A	Mobile Home	2500-3999	Room AC	0	0.383473	0.143837	0.384082	0.0102364	0.0783713	0	0.0160026	465.506	1.42589e-05
3A	Mobile Home	4000+	Central AC	0	0	0	0.00210835	0.0227191	0.975173	0	0.0278007	794.897	3.37042e-05
3A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.0195221	563.604	1.71866e-05
3A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.000232438	6.068	2.23737e-06
3A	Mobile Home	4000+	Room AC	0	0.551538	0.0899951	0.358467	0	0	0	0.000694376	19.8261	4.86408e-06
3A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000574246	0.00260851	0.996817	0	13.8957	165288	0.00382168
3A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.1013	15811.6	0.00159578
3A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	2.95853	37141.7	0.000254616
3A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.104903	0.258053	0.372373	0.0406199	0.224051	0	16.2704	207642	0.000615868
3A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00183508	0.00540287	0.992762	0	7.53274	86056.3	0.000218042
3A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.984074	13128.5	8.95885e-05
3A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0.378881	4310.46	1.43982e-05
3A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.225242	0.268653	0.383674	0.0933059	0.0291253	0	1.23326	14748.8	3.41275e-05
3A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00423321	0.00929825	0.986469	0	2.2784	25291.1	1.97351e-05
3A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.190329	2486.19	6.98993e-06
3A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.0489138	569.678	1.86878e-06
3A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.31557	0.299092	0.259794	0.0387112	0.0868323	0	0.185441	2157.53	3.62206e-06
3A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00481036	0.0117217	0.983468	0	0.30757	3366.94	5.64554e-05
3A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0253236	282.881	2.27643e-05
3A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.00467809	47.478	4.74376e-06
3A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.513736	0.211815	0.274448	0	0	0	0.00804659	91.8901	1.79042e-05
3A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000574246	0.00260851	0.996817	0	13.8957	165288	0.0112163
3A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.1013	15811.6	0.00544339
3A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	2.95853	37141.7	0.000542635
3A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.104903	0.258053	0.372373	0.0406199	0.224051	0	16.2704	207642	0.00115266
3A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00183508	0.00540287	0.992762	0	7.53274	86056.3	0.000626899
3A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.984074	13128.5	0.000304444
3A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0.378881	4310.46	3.24172e-05
3A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.225242	0.268653	0.383674	0.0933059	0.0291253	0	1.23326	14748.8	4.30858e-05
3A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00423321	0.00929825	0.986469	0	2.2784	25291.1	3.59073e-05
3A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.190329	2486.19	1.73361e-05
3A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.0489138	569.678	1.79108e-06
3A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.31557	0.299092	0.259794	0.0387112	0.0868323	0	0.185441	2157.53	1.48309e-06
3A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00481036	0.0117217	0.983468	0	0.30757	3366.94	9.29984e-05
3A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0253236	282.881	4.18654e-05
3A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.00467809	47.478	2.81746e-06
3A	Multi-Family with 5+ Units	4000+	Room AC	0	0.513736	0.211815	0.274448	0	0	0	0.00804659	91.8901	1.01637e-05
3A	Single-Family Attached	0-1499	Central AC	0	0	0	0.00649215	0.0153647	0.978143	0	241.814	2.62491e+06	0.00135104
3A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	43.703	558520	0.000410737
3A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	11.3636	127109	3.99337e-05
3A	Single-Family Attached	0-1499	Room AC	0	0.220483	0.227206	0.381725	0.0702865	0.100299	0	41.4082	491807	0.000205108
3A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0202063	0.0309954	0.948798	0	131.085	1.36665e+06	0.00100146
3A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	39.0512	463741	0.000275615
3A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	1.45528	14751.6	2.49931e-05
3A	Single-Family Attached	1500-2499	Room AC	0	0.370502	0.185122	0.307815	0.126357	0.0102042	0	3.13865	34933.1	0.000101556
3A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.044702	0.0511562	0.904142	0	39.6488	401644	0.00017527
3A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	7.55288	87820.6	4.61448e-05
3A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0.187877	1949.6	5.4234e-06
3A	Single-Family Attached	2500-3999	Room AC	0	0.510681	0.20276	0.205055	0.0515747	0.0299296	0	0.471949	5110.18	1.78846e-05
3A	Single-Family Attached	4000+	Central AC	0	0	0	0.0499633	0.0634315	0.886605	0	5.35237	53469.8	2.35173e-05
3A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	1.00492	9992.29	6.6716e-06
3A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0179685	162.483	9.16189e-07
3A	Single-Family Attached	4000+	Room AC	0	0.697701	0.120507	0.181792	0	0	0	0.0204786	217.645	3.24278e-06
3A	Single-Family Detached	0-1499	Central AC	0	0	0	0.00649215	0.0153647	0.978143	0	241.814	2.62491e+06	0.019256
3A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	43.703	558520	0.00451674
3A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	11.3636	127109	0.000937337
3A	Single-Family Detached	0-1499	Room AC	0	0.220483	0.227206	0.381725	0.0702865	0.100299	0	41.4082	491807	0.00474285
3A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0202063	0.0309954	0.948798	0	131.085	1.36665e+06	0.0273825
3A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	39.0512	463741	0.00650473
3A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	1.45528	14751.6	0.000858007
3A	Single-Family Detached	1500-2499	Room AC	0	0.370502	0.185122	0.307815	0.126357	0.0102042	0	3.13865	34933.1	0.00463939
3A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.044702	0.0511562	0.904142	0	39.6488	401644	0.0120181
3A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	7.55288	87820.6	0.00283089
3A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.187877	1949.6	0.00031522
3A	Single-Family Detached	2500-3999	Room AC	0	0.510681	0.20276	0.205055	0.0515747	0.0299296	0	0.471949	5110.18	0.00156633
3A	Single-Family Detached	4000+	Central AC	0	0	0	0.0499633	0.0634315	0.886605	0	5.35237	53469.8	0.00270228
3A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	1.00492	9992.29	0.000631474
3A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0179685	162.483	7.74176e-05
3A	Single-Family Detached	4000+	Room AC	0	0.697701	0.120507	0.181792	0	0	0	0.0204786	217.645	0.000341231
3B	Mobile Home	0-1499	Central AC	0	0	0	0.000516236	0.0103278	0.989156	0	1.11141	24048.8	0.00120698
3B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.256046	5972.28	0.000185912
3B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.42099	29631.3	0.00133933
3B	Mobile Home	0-1499	Room AC	0	0.140528	0.0916584	0.236488	0.0018338	0.529492	0	2.58698	48820.6	0.000582679
3B	Mobile Home	1500-2499	Central AC	0	0	0	0.00163633	0.021218	0.977146	0	0.602486	12520.9	0.000401692
3B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.228792	4958.81	7.00625e-05
3B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.181978	3438.84	0.000415919
3B	Mobile Home	1500-2499	Room AC	0	0.422675	0.133672	0.341332	0.00590074	0.0964201	0	0.196087	3467.73	0.000107135
3B	Mobile Home	2500-3999	Central AC	0	0	0	0.00373276	0.0361099	0.960157	0	0.182232	3679.77	4.27822e-05
3B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0442506	939.069	5.76349e-06
3B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0234934	454.484	2.91261e-05
3B	Mobile Home	2500-3999	Room AC	0	0.469228	0.117919	0.183137	0.00193983	0.227777	0	0.029485	507.276	6.01833e-06
3B	Mobile Home	4000+	Central AC	0	0	0	0.00421219	0.0452051	0.950583	0	0.0246002	489.878	1.11012e-05
3B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00588761	106.848	1.41444e-06
3B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.0022469	37.8774	1.5334e-05
3B	Mobile Home	4000+	Room AC	0	0.733897	0.0802311	0.185872	0	0	0	0.0012794	21.6051	7.32518e-06
3B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	101863	0.00307337
3B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	2997.56	0.000392204
3B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	28.5991	231845	0.00200556
3B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	226274	0.000874174
3B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	53034.7	0.000297227
3B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	2488.89	3.95335e-05
3B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	26906.6	0.000143493
3B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	16072.2	5.34045e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	15586.4	1.13561e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	471.331	1.35625e-06
3B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	3556.03	9.58447e-06
3B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	2351.13	4.6717e-06
3B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	2074.97	1.62588e-05
3B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	53.6284	2.05223e-06
3B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0452215	296.365	1.20813e-05
3B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	100.135	4.89327e-06
3B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	101863	0.0103482
3B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	2997.56	0.00185873
3B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	28.5991	231845	0.00584071
3B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	226274	0.00244496
3B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	53034.7	0.000319941
3B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	2488.89	6.08414e-05
3B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	26906.6	0.00014594
3B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	16072.2	6.04848e-05
3B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	15586.4	2.94571e-05
3B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	471.331	5.39447e-06
3B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	3556.03	1.33961e-05
3B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	2351.13	5.26543e-06
3B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	2074.97	1.95281e-05
3B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	53.6284	3.48988e-06
3B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0452215	296.365	1.53815e-05
3B	Multi-Family with 5+ Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	100.135	6.82163e-06
3B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	1.61768e+06	0.00212847
3B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	105884	0.000181842
3B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	109.848	793438	0.000918527
3B	Single-Family Attached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	535937	0.000448573
3B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	842236	0.00101936
3B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	87915.9	8.72235e-05
3B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	14.0677	92082	0.000375625
3B	Single-Family Attached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	38067.7	0.000180057
3B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	247525	0.000141822
3B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	16649	1.35439e-05
3B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.81614	12169.7	3.94635e-05
3B	Single-Family Attached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	5568.73	1.84317e-05
3B	Single-Family Attached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	32952.3	5.9807e-05
3B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	1894.33	4.38235e-06
3B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.173695	1014.25	1.58749e-05
3B	Single-Family Attached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	237.174	6.63475e-06
3B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	1.61768e+06	0.0100568
3B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	105884	0.000581685
3B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	109.848	793438	0.00527305
3B	Single-Family Detached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	535937	0.00286005
3B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	842236	0.0159248
3B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	87915.9	0.000994378
3B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	14.0677	92082	0.00563386
3B	Single-Family Detached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	38067.7	0.00276069
3B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	247525	0.00647261
3B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	16649	0.000429541
3B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.81614	12169.7	0.00169911
3B	Single-Family Detached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	5568.73	0.000797009
3B	Single-Family Detached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	32952.3	0.00122594
3B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	1894.33	8.33074e-05
3B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.173695	1014.25	0.000347952
3B	Single-Family Detached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	237.174	0.000169212
3C	Mobile Home	0-1499	Central AC	0	0	0	0	0.00268524	0.997315	0	0.0907273	1962.87	7.91965e-05
3C	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0	1.33106e-18	0
3C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.07799	24988.9	0.000340734
3C	Mobile Home	0-1499	Room AC	0	0.286302	0.160863	0.357817	0	0.195019	0	0.397997	8459.98	7.91965e-05
3C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.00556837	0.994432	0	0.0491825	1021.96	2.87317e-05
3C	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0	1.10518e-18	0
3C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.138052	2900.07	0.000105347
3C	Mobile Home	1500-2499	Room AC	0	0.522628	0.14238	0.313439	0	0.0215531	0	0.0301672	600.913	2.87317e-05
3C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.00960506	0.990395	0	0.014876	300.344	4.18372e-06
3C	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0	2.09293e-19	0
3C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0178226	383.279	7.05369e-06
3C	Mobile Home	2500-3999	Room AC	0	0.627316	0.135802	0.181831	0	0.0550512	0	0.00453616	87.9045	4.18372e-06
3C	Mobile Home	4000+	Central AC	0	0	0	0	0.0121147	0.987885	0	0.00200818	39.984	6.86628e-07
3C	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0	2.38135e-20	0
3C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00170455	31.9431	4.45619e-06
3C	Mobile Home	4000+	Room AC	0	0.77987	0.0734432	0.146686	0	0	0	0.000196831	3.74389	6.86628e-07
3C	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0	0.00137555	0.998624	0	1.00375	8314.11	0.000180062
3C	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0	6.68076e-19	0
3C	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	21.6959	195521	0.00164143
3C	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.229143	0.325321	0.23539	0	0.210147	0	4.61208	39210.4	0.000215666
3C	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0	0.00285649	0.997144	0	0.544125	4328.7	1.69422e-05
3C	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0	5.54706e-19	0
3C	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.77846	22691.1	0.000185258
3C	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.447056	0.307744	0.220378	0	0.0248223	0	0.349585	2785.11	2.18181e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0	0.00493701	0.995063	0	0.164579	1272.16	7.60434e-07
3C	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0	1.05047e-19	0
3C	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.358701	2998.9	1.33319e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.525373	0.287384	0.125168	0	0.0620744	0	0.0525661	407.42	1.305e-06
3C	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0	0.00623463	0.993765	0	0.0222173	169.36	5.17601e-07
3C	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0	1.19523e-20	0
3C	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.034306	249.933	8.02685e-06
3C	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.718102	0.170879	0.111019	0	0	0	0.00228092	17.3522	1.00641e-06
3C	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0	0.00137555	0.998624	0	1.00375	8314.11	0.000541825
3C	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0	6.68076e-19	0
3C	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	21.6959	195521	0.00432344
3C	Multi-Family with 5+ Units	0-1499	Room AC	0	0.229143	0.325321	0.23539	0	0.210147	0	4.61208	39210.4	0.000831013
3C	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0	0.00285649	0.997144	0	0.544125	4328.7	1.78592e-05
3C	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0	5.54706e-19	0
3C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.77846	22691.1	0.000139674
3C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.447056	0.307744	0.220378	0	0.0248223	0	0.349585	2785.11	3.22579e-05
3C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.00493701	0.995063	0	0.164579	1272.16	1.3795e-06
3C	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0	1.05047e-19	0
3C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.358701	2998.9	1.40586e-05
3C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.525373	0.287384	0.125168	0	0.0620744	0	0.0525661	407.42	1.38556e-06
3C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.00623463	0.993765	0	0.0222173	169.36	8.97728e-07
3C	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0	1.19523e-20	0
3C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.034306	249.933	7.28175e-06
3C	Multi-Family with 5+ Units	4000+	Room AC	0	0.718102	0.170879	0.111019	0	0	0	0.00228092	17.3522	1.04241e-06
3C	Single-Family Attached	0-1499	Central AC	0	0	0	0	0.00820049	0.9918	0	17.4674	132035	0.000265017
