Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight	sampling_probability
3B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	75.8879	1.14752e-06
3B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	14223.5	5.17612e-05
3B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	11122.7	3.22047e-05
3B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	5199.91	1.00487e-05
3B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	92.2529	1.38876e-06
3B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	11.1696	2.79159e-07
3B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	1624.92	1.36399e-05
3B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	1101.04	8.82943e-06
3B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000861704	0.00419012	0.994948	0	0	10.2	86080.2	0.00694564
3B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	2253.95	0.00171247
3B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	272.9	0.000355419
3B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	23.7663	194808	0.00541716
3B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.104715	0.176747	0.153968	0.00535511	0.559214	0	0	26.6708	204658	0.00575864
3B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00339305	0.010264	0.986343	0	0	7.16651	56768.4	0.000250583
3B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	2385.67	6.40685e-05
3B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	288.848	1.53355e-05
3B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	6.3051	47234.4	0.000174374
3B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.221943	0.267985	0.187236	0.0162369	0.306599	0	0	3.92495	26700.1	0.000153661
3B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0080921	0.0186846	0.973223	0	0	3.33117	25517.7	5.52827e-05
3B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	626.777	1.3128e-05
3B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	75.8879	2.87991e-06
3B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	14223.5	3.03616e-05
3B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	11122.7	1.86945e-05
3B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	5199.91	3.57619e-05
3B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	92.2529	1.09784e-05
3B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	11.1696	6.7006e-07
3B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	1624.92	1.52547e-05
3B	Multi-Family with 5+ Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	1101.04	1.55285e-05
3B	Single-Family Attached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	1.35851e+06	0.00166382
3B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	79617	0.000285686
3B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	9639.72	6.16051e-05
3B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	682118	0.00104349
3B	Single-Family Attached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	487760	0.000526586
3B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	895917	0.000841176
3B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	84269.9	0.000145046
3B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	10203.1	2.3911e-05
3B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	165391	0.000468831
3B	Single-Family Attached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	63634.1	0.000229678
3B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	402719	0.000123461
3B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	22139.9	2.08861e-05
3B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	2680.61	3.68751e-06
3B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	49803.5	5.51905e-05
3B	Single-Family Attached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	26508.6	2.8014e-05
3B	Single-Family Attached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	82064.8	4.34267e-05
3B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	3258.68	8.04223e-06
3B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	394.549	6.50127e-07
3B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.899959	5689.62	2.20172e-05
3B	Single-Family Attached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	2624.1	9.11738e-06
3B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	1.35851e+06	0.0109395
3B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	79617	0.00108212
3B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	9639.72	0.000278046
3B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	682118	0.00435217
3B	Single-Family Detached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	487760	0.00244646
3B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	895917	0.0161125
3B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	84269.9	0.00165523
3B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	10203.1	0.000293144
3B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	165391	0.00460858
3B	Single-Family Detached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	63634.1	0.00213048
3B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	402719	0.00636911
3B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	22139.9	0.000682762
3B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	2680.61	9.47723e-05
3B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	49803.5	0.00143368
3B	Single-Family Detached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	26508.6	0.000582501
3B	Single-Family Detached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	82064.8	0.00131506
3B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	3258.68	0.000145568
3B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	394.549	1.85061e-05
3B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.899959	5689.62	0.00029816
3B	Single-Family Detached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	2624.1	0.000125243
3C	Mobile Home	0-1499	Central AC	0	0	0	0	0.00258303	0.997417	0	0	0.0754428	1662.73	0.000241065
3C	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.84354e-19	1.14974e-18	2.44288e-05
3C	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.84354e-19	1.14974e-18	3.69574e-06
3C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.937411	21908	0.000113498
3C	Mobile Home	0-1499	Room AC	0	0.291244	0.15732	0.36321	0	0.188226	0	0	0.362038	7835.54	0.000121843
3C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.00635837	0.993642	0	0	0.053006	1096.54	7.74062e-05
3C	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	4.43356e-19	1.21693e-18	8.06649e-06
3C	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	4.43356e-19	1.21693e-18	1.18764e-06
3C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.248691	5311.94	3.29603e-05
3C	Mobile Home	1500-2499	Room AC	0	0.440699	0.170292	0.315333	0	0.0736757	0	0	0.0532786	1022.24	2.74391e-05
3C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.0116681	0.988332	0	0	0.0246385	492.901	8.91e-06
3C	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.15579e-19	3.19719e-19	7.63867e-07
3C	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.15579e-19	3.19719e-19	1.92761e-07
3C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0765248	1599.57	2.91921e-06
3C	Mobile Home	2500-3999	Room AC	0	0.588635	0.127501	0.238913	0	0.0449513	0	0	0.0227277	425.843	1.53779e-06
3C	Mobile Home	4000+	Central AC	0	0	0	0	0.0119963	0.988004	0	0	0.00497594	100.442	7.35906e-06
3C	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.99217e-20	4.70581e-20	6.43272e-07
3C	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.99217e-20	4.70581e-20	8.94831e-08
3C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00905278	182.737	2.64323e-06
3C	Mobile Home	4000+	Room AC	0	0.60111	0.0866415	0.239159	0	0.0730892	0	0	0.00210426	42.1545	2.25901e-06
3C	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0	0.00108483	0.998915	0	0	0.832653	7025.88	0.000446402
3C	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	4.85692e-19	5.63166e-19	4.0321e-05
3C	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	4.85692e-19	5.63166e-19	1.69635e-05
3C	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	18.0296	164287	0.000881163
3C	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.221661	0.322294	0.242047	0	0.213999	0	0	4.1032	35464.7	0.000608464
3C	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0	0.00267629	0.997324	0	0	0.585021	4633.45	5.46311e-05
3C	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	5.6025e-19	5.96078e-19	4.89938e-06
3C	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	5.6025e-19	5.96078e-19	1.92392e-06
3C	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	4.78318	39834.1	9.82504e-05
3C	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.342889	0.356651	0.214828	0	0.0856321	0	0	0.603839	4626.79	6.65636e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0	0.00492646	0.995074	0	0	0.271932	2082.76	9.7353e-06
3C	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.46053e-19	1.56605e-19	9.8887e-07
3C	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.46053e-19	1.56605e-19	3.21034e-07
3C	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.47183	11995.1	1.82738e-05
3C	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.487207	0.284066	0.173148	0	0.0555791	0	0	0.257587	1927.42	1.21349e-05
3C	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0	0.00506599	0.994934	0	0	0.0549188	424.418	2.51208e-06
3C	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.51742e-20	2.30501e-20	2.5567e-07
3C	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.51742e-20	2.30501e-20	8.03533e-08
3C	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.174116	1370.34	4.77311e-06
3C	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.52138	0.202285	0.181634	0	0.094701	0	0	0.0238489	190.797	3.14143e-06
3C	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0	0.00108483	0.998915	0	0	0.832653	7025.88	0.00164043
3C	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	4.85692e-19	5.63166e-19	0.000386798
3C	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	4.85692e-19	5.63166e-19	0.000108205
3C	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	18.0296	164287	0.00164132
3C	Multi-Family with 5+ Units	0-1499	Room AC	0	0.221661	0.322294	0.242047	0	0.213999	0	0	4.1032	35464.7	0.00185959
3C	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0	0.00267629	0.997324	0	0	0.585021	4633.45	6.32539e-05
3C	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	5.6025e-19	5.96078e-19	1.59652e-05
3C	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	5.6025e-19	5.96078e-19	5.30896e-06
3C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	4.78318	39834.1	5.81396e-05
3C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.342889	0.356651	0.214828	0	0.0856321	0	0	0.603839	4626.79	5.41012e-05
3C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.00492646	0.995074	0	0	0.271932	2082.76	1.14418e-05
3C	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.46053e-19	1.56605e-19	2.93069e-06
3C	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.46053e-19	1.56605e-19	8.77346e-07
3C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.47183	11995.1	9.59709e-06
3C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.487207	0.284066	0.173148	0	0.0555791	0	0	0.257587	1927.42	7.91244e-06
3C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.00506599	0.994934	0	0	0.0549188	424.418	2.38995e-06
3C	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.51742e-20	2.30501e-20	5.7993e-07
3C	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.51742e-20	2.30501e-20	1.18038e-07
3C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.174116	1370.34	2.63758e-06
3C	Multi-Family with 5+ Units	4000+	Room AC	0	0.52138	0.202285	0.181634	0	0.094701	0	0	0.0238489	190.797	3.47623e-06
3C	Single-Family Attached	0-1499	Central AC	0	0	0	0	0.00649673	0.993503	0	0	14.4031	110882	0.000596084
3C	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.92738e-17	1.98929e-17	7.97402e-05
3C	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.92738e-17	1.98929e-17	2.09838e-05
3C	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	70.6961	575250	0.00039405
3C	Single-Family Attached	0-1499	Room AC	0	0.423052	0.257348	0.225025	0	0.0945744	0	0	10.5214	84522.5	0.000193889
3C	Single-Family Attached	1500-2499	Central AC	0	0	0	0	0.0159011	0.984099	0	0	10.1196	73125	0.000337616
3C	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.22326e-17	2.10555e-17	4.57116e-05
3C	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.22326e-17	2.10555e-17	1.08279e-05
3C	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	18.7554	139478	0.00020963
3C	Single-Family Attached	1500-2499	Room AC	0	0.556118	0.242003	0.169719	0	0.0321593	0	0	1.54836	11027	0.000101429
3C	Single-Family Attached	2500-3999	Central AC	0	0	0	0	0.0289477	0.971052	0	0	4.70382	32870	6.0187e-05
3C	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	5.79584e-18	5.53181e-18	8.32727e-06
3C	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	5.79584e-18	5.53181e-18	2.20222e-06
3C	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	5.77122	42000.7	3.09537e-05
3C	Single-Family Attached	2500-3999	Room AC	0	0.69278	0.168991	0.119929	0	0.0182999	0	0	0.660506	4593.6	1.52705e-05
3C	Single-Family Attached	4000+	Central AC	0	0	0	0	0.0297473	0.970253	0	0	0.949975	6698.15	1.67335e-05
3C	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.98993e-19	8.14205e-19	2.62174e-06
3C	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.98993e-19	8.14205e-19	3.66081e-07
3C	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.682727	4798.21	1.00185e-05
3C	Single-Family Attached	4000+	Room AC	0	0.727763	0.118131	0.123497	0	0.0306088	0	0	0.0611534	454.723	4.19368e-06
3C	Single-Family Detached	0-1499	Central AC	0	0	0	0	0.00649673	0.993503	0	0	14.4031	110882	0.00235819
3C	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.92738e-17	1.98929e-17	0.000132354
3C	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.92738e-17	1.98929e-17	5.54138e-05
3C	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	70.6961	575250	0.0012036
3C	Single-Family Detached	0-1499	Room AC	0	0.423052	0.257348	0.225025	0	0.0945744	0	0	10.5214	84522.5	0.00055697
3C	Single-Family Detached	1500-2499	Central AC	0	0	0	0	0.0159011	0.984099	0	0	10.1196	73125	0.00345348
3C	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.22326e-17	2.10555e-17	0.000214325
3C	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.22326e-17	2.10555e-17	6.24741e-05
3C	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	18.7554	139478	0.00139153
3C	Single-Family Detached	1500-2499	Room AC	0	0.556118	0.242003	0.169719	0	0.0321593	0	0	1.54836	11027	0.000558287
3C	Single-Family Detached	2500-3999	Central AC	0	0	0	0	0.0289477	0.971052	0	0	4.70382	32870	0.00134526
3C	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	5.79584e-18	5.53181e-18	8.66605e-05
3C	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	5.79584e-18	5.53181e-18	2.12758e-05
3C	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	5.77122	42000.7	0.000456491
3C	Single-Family Detached	2500-3999	Room AC	0	0.69278	0.168991	0.119929	0	0.0182999	0	0	0.660506	4593.6	0.000171155
3C	Single-Family Detached	4000+	Central AC	0	0	0	0	0.0297473	0.970253	0	0	0.949975	6698.15	0.000248805
3C	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.98993e-19	8.14205e-19	1.47642e-05
3C	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
3C	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.98993e-19	8.14205e-19	4.32722e-06
3C	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.682727	4798.21	0.00010276
3C	Single-Family Detached	4000+	Room AC	0	0.727763	0.118131	0.123497	0	0.0306088	0	0	0.0611534	454.723	3.97448e-05
4A	Mobile Home	0-1499	Central AC	0	0	0	0.000644624	0.0112183	0.988137	0	0	1.83656	46808.7	0.00308344
4A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.26452	35823.7	0.00275591
4A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.26452	4337.4	4.49617e-05
4A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.766973	22870.3	0.000570928
4A	Mobile Home	0-1499	Room AC	0	0.190144	0.199799	0.424232	0.00878117	0.177043	0	0	6.21498	175799	0.00236078
4A	Mobile Home	1500-2499	Central AC	0	0	0	0.00251412	0.0272186	0.970267	0	0	1.29037	30869.6	0.000902281
4A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.45864	37917.3	0.000853806
4A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.45864	4590.88	1.35497e-05
4A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.203475	5545.26	0.00016733
4A	Mobile Home	1500-2499	Room AC	0	0.299516	0.225142	0.383414	0.0197876	0.0721402	0	0	0.914616	22935.1	0.000530244
