Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	Option=Ceiling R-38
CR03	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1980s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1990s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2000s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	2010s	Single-Family Attached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1980s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1990s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	2000s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	2000s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	2000s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	2000s	Single-Family Detached	Unvented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
