Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
Level 1 charger	300-400%	Single-Family Attached	Renter	1980-99	0.021666	0.978334	0	0.0367736	13.1223	7.30441e-06
Level 1 charger	300-400%	Single-Family Attached	Renter	2000-09	0.021666	0.978334	0	0.0367736	21.5602	3.5671e-06
Level 1 charger	300-400%	Single-Family Attached	Renter	2010s	0.021666	0.978334	0	0.0367736	18.9848	1.2811e-06
Level 1 charger	300-400%	Single-Family Attached	Renter	<1940	0.021666	0.978334	0	0.0367736	1.02423	2.44484e-06
Level 1 charger	300-400%	Single-Family Detached	Not Available	1940-59	0	0	1	0.486894	1133.58	0
Level 1 charger	300-400%	Single-Family Detached	Not Available	1960-79	0	0	1	0.297547	1197.14	0
Level 1 charger	300-400%	Single-Family Detached	Not Available	1980-99	0	0	1	0.378696	1724.65	0
Level 1 charger	300-400%	Single-Family Detached	Not Available	2000-09	0	0	1	0.243447	739.141	0
Level 1 charger	300-400%	Single-Family Detached	Not Available	2010s	0	0	1	0.148773	467.173	0
Level 1 charger	300-400%	Single-Family Detached	Not Available	<1940	0	0	1	0.338121	1060.26	0
Level 1 charger	300-400%	Single-Family Detached	Owner	1940-59	0.0353943	0.964606	0	0.411878	951.005	0.00010325
Level 1 charger	300-400%	Single-Family Detached	Owner	1960-79	0.144231	0.855769	0	0.251703	1004.33	0.0001266
Level 1 charger	300-400%	Single-Family Detached	Owner	1980-99	0.032173	0.967827	0	0.320349	1446.88	0.000110775
Level 1 charger	300-400%	Single-Family Detached	Owner	2000-09	0	1	0	0.205939	620.096	5.91178e-05
Level 1 charger	300-400%	Single-Family Detached	Owner	2010s	0.213324	0.786676	0	0.125851	391.931	1.64423e-05
Level 1 charger	300-400%	Single-Family Detached	Owner	<1940	0.0999976	0.900002	0	0.286026	889.494	5.13113e-05
Level 1 charger	300-400%	Single-Family Detached	Renter	1940-59	0.0889435	0.911056	0	0.00312846	8.01039	0
Level 1 charger	300-400%	Single-Family Detached	Renter	1960-79	0.309594	0.690406	0	0.00191183	8.45958	0
Level 1 charger	300-400%	Single-Family Detached	Renter	1980-99	0.0812592	0.918741	0	0.00243324	12.1872	0
Level 1 charger	300-400%	Single-Family Detached	Renter	2000-09	0	1	0	0.00156423	5.22312	0
Level 1 charger	300-400%	Single-Family Detached	Renter	2010s	0.419107	0.580893	0	0.000955917	3.30127	0
Level 1 charger	300-400%	Single-Family Detached	Renter	<1940	0.228168	0.771832	0	0.00217254	7.49228	0
Level 1 charger	400%+	Mobile Home	Not Available	1940-59	0	0	1	1.04912	5.15128e-19	0
Level 1 charger	400%+	Mobile Home	Not Available	1960-79	0	0	1	1.04912	90.2623	0
Level 1 charger	400%+	Mobile Home	Not Available	1980-99	0	0	1	1.04912	71.886	0
Level 1 charger	400%+	Mobile Home	Not Available	2000-09	0	0	1	1.04912	5.88549	0
Level 1 charger	400%+	Mobile Home	Not Available	2010s	0	0	1	1.04912	5.15128e-19	0
Level 1 charger	400%+	Mobile Home	Not Available	<1940	0	0	1	1.04912	5.15128e-19	0
Level 1 charger	400%+	Mobile Home	Owner	1940-59	0.0373968	0.962603	0	0.866327	4.27298e-19	1.66983e-06
Level 1 charger	400%+	Mobile Home	Owner	1960-79	0.0373968	0.962603	0	0.866327	74.8726	2.04531e-05
Level 1 charger	400%+	Mobile Home	Owner	1980-99	0.0373968	0.962603	0	0.866327	59.6294	3.11971e-05
Level 1 charger	400%+	Mobile Home	Owner	2000-09	0.0373968	0.962603	0	0.866327	4.88201	1.27341e-05
Level 1 charger	400%+	Mobile Home	Owner	2010s	0.0373968	0.962603	0	0.866327	4.27298e-19	4.25499e-06
Level 1 charger	400%+	Mobile Home	Owner	<1940	0.0373968	0.962603	0	0.866327	4.27298e-19	6.90907e-07
Level 1 charger	400%+	Mobile Home	Renter	1940-59	0.139269	0.860731	0	0.00873735	4.10155e-21	1.41728e-07
Level 1 charger	400%+	Mobile Home	Renter	1960-79	0.139269	0.860731	0	0.00873735	0.718687	1.46595e-06
Level 1 charger	400%+	Mobile Home	Renter	1980-99	0.139269	0.860731	0	0.00873735	0.572371	2.06759e-06
Level 1 charger	400%+	Mobile Home	Renter	2000-09	0.139269	0.860731	0	0.00873735	0.0468615	6.98264e-07
Level 1 charger	400%+	Mobile Home	Renter	2010s	0.139269	0.860731	0	0.00873735	4.10155e-21	2.96874e-07
Level 1 charger	400%+	Mobile Home	Renter	<1940	0.139269	0.860731	0	0.00873735	4.10155e-21	5.84887e-08
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.49842	188.381	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.49842	180.662	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.49842	2.05193e-18	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.49842	2.05193e-18	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.49842	176.211	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.49842	149.402	0
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.579408	0.420592	0	0.0220731	8.58867	1.29956e-05
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0.579408	0.420592	0	0.0220731	8.23672	1.96168e-05
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0.579408	0.420592	0	0.0220731	9.35513e-20	1.58837e-05
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0.579408	0.420592	0	0.0220731	9.35513e-20	5.56986e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.579408	0.420592	0	0.0220731	8.03379	1.95187e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.579408	0.420592	0	0.0220731	6.81154	2.77529e-05
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.685291	0.314709	0	0.310693	116.523	7.68617e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1960-79	0.685291	0.314709	0	0.310693	111.748	1.2889e-05
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0.685291	0.314709	0	0.310693	1.26921e-18	9.93825e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0.685291	0.314709	0	0.310693	1.26921e-18	2.721e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.685291	0.314709	0	0.310693	108.994	1.15608e-06
Level 1 charger	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.685291	0.314709	0	0.310693	92.4122	1.33489e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	1.07214	239.431	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	1.07214	2272.51	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	1.07214	5.76822e-18	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	1.07214	4151.95	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	1.07214	1043.16	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	1.07214	618.745	0
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	1940-59	0.518022	0.481978	0	0.0540678	13.3891	1.32509e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	1960-79	0.518022	0.481978	0	0.0540678	127.08	4.57687e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	1980-99	0.518022	0.481978	0	0.0540678	3.22562e-19	4.09114e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	2000-09	0.518022	0.481978	0	0.0540678	232.179	2.24743e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	2010s	0.518022	0.481978	0	0.0540678	58.334	1.27662e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Owner	<1940	0.518022	0.481978	0	0.0540678	34.6006	1.76799e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	1940-59	0.750574	0.249426	0	0.644032	139.581	2.89049e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	1960-79	0.750574	0.249426	0	0.644032	1324.8	0.000100229
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	1980-99	0.750574	0.249426	0	0.644032	3.3627e-18	9.89549e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	2000-09	0.750574	0.249426	0	0.644032	2420.46	4.99653e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	2010s	0.750574	0.249426	0	0.644032	608.129	3.74857e-05
Level 1 charger	400%+	Multi-Family with 5+ Units	Renter	<1940	0.750574	0.249426	0	0.644032	360.71	3.23002e-05
Level 1 charger	400%+	Single-Family Attached	Not Available	1940-59	0	0	1	2.3155	32.4219	0
Level 1 charger	400%+	Single-Family Attached	Not Available	1960-79	0	0	1	2.3155	2721.2	0
Level 1 charger	400%+	Single-Family Attached	Not Available	1980-99	0	0	1	2.3155	1073.45	0
Level 1 charger	400%+	Single-Family Attached	Not Available	2000-09	0	0	1	2.3155	1763.7	0
Level 1 charger	400%+	Single-Family Attached	Not Available	2010s	0	0	1	2.3155	1553.02	0
Level 1 charger	400%+	Single-Family Attached	Not Available	<1940	0	0	1	2.3155	83.7855	0
Level 1 charger	400%+	Single-Family Attached	Owner	1940-59	0.00836794	0.991632	0	1.39775	20.0541	4.08988e-05
Level 1 charger	400%+	Single-Family Attached	Owner	1960-79	0.00836794	0.991632	0	1.39775	1683.16	0.000102277
Level 1 charger	400%+	Single-Family Attached	Owner	1980-99	0.00836794	0.991632	0	1.39775	663.968	0.000157022
Level 1 charger	400%+	Single-Family Attached	Owner	2000-09	0.00836794	0.991632	0	1.39775	1090.91	7.87786e-05
Level 1 charger	400%+	Single-Family Attached	Owner	2010s	0.00836794	0.991632	0	1.39775	960.6	3.24037e-05
Level 1 charger	400%+	Single-Family Attached	Owner	<1940	0.00836794	0.991632	0	1.39775	51.8244	4.33393e-05
Level 1 charger	400%+	Single-Family Attached	Renter	1940-59	0.014816	0.985184	0	0.114932	1.47826	2.19234e-05
Level 1 charger	400%+	Single-Family Attached	Renter	1960-79	0.014816	0.985184	0	0.114932	124.072	5.26356e-05
Level 1 charger	400%+	Single-Family Attached	Renter	1980-99	0.014816	0.985184	0	0.114932	48.9434	7.09985e-05
Level 1 charger	400%+	Single-Family Attached	Renter	2000-09	0.014816	0.985184	0	0.114932	80.4151	3.82143e-05
Level 1 charger	400%+	Single-Family Attached	Renter	2010s	0.014816	0.985184	0	0.114932	70.8092	1.46766e-05
Level 1 charger	400%+	Single-Family Attached	Renter	<1940	0.014816	0.985184	0	0.114932	3.82016	2.25159e-05
Level 1 charger	400%+	Single-Family Detached	Not Available	1940-59	0	0	1	4.00872	13567.4	0
Level 1 charger	400%+	Single-Family Detached	Not Available	1960-79	0	0	1	2.44977	14328.2	0
Level 1 charger	400%+	Single-Family Detached	Not Available	1980-99	0	0	1	3.1179	20641.8	0
Level 1 charger	400%+	Single-Family Detached	Not Available	2000-09	0	0	1	2.00436	8846.55	0
Level 1 charger	400%+	Single-Family Detached	Not Available	2010s	0	0	1	1.22489	5591.46	0
Level 1 charger	400%+	Single-Family Detached	Not Available	<1940	0	0	1	2.78384	12689.9	0
Level 1 charger	400%+	Single-Family Detached	Owner	1940-59	0.0264578	0.973542	0	3.58278	12099.2	0.000829331
Level 1 charger	400%+	Single-Family Detached	Owner	1960-79	0.110976	0.889024	0	2.18948	12777.6	0.00105825
Level 1 charger	400%+	Single-Family Detached	Owner	1980-99	0.0240295	0.97597	0	2.78661	18407.9	0.00109769
Level 1 charger	400%+	Single-Family Detached	Owner	2000-09	0	1	0	1.79139	7889.17	0.00064022
Level 1 charger	400%+	Single-Family Detached	Owner	2010s	0.167252	0.832748	0	1.09474	4986.35	0.000216977
Level 1 charger	400%+	Single-Family Detached	Owner	<1940	0.0760355	0.923965	0	2.48804	11316.6	0.000454897
Level 1 charger	400%+	Single-Family Detached	Renter	1940-59	0.0695317	0.930468	0	0.0119541	42.0312	5.11709e-05
Level 1 charger	400%+	Single-Family Detached	Renter	1960-79	0.255532	0.744468	0	0.00730528	44.3881	5.82934e-05
Level 1 charger	400%+	Single-Family Detached	Renter	1980-99	0.0634077	0.936592	0	0.00929763	63.9472	5.42236e-05
Level 1 charger	400%+	Single-Family Detached	Renter	2000-09	0	1	0	0.00597705	27.4061	3.31327e-05
Level 1 charger	400%+	Single-Family Detached	Renter	2010s	0.355777	0.644223	0	0.00365264	17.322	1.03954e-05
Level 1 charger	400%+	Single-Family Detached	Renter	<1940	0.184525	0.815475	0	0.00830145	39.3126	2.66863e-05
Level 1 charger	Not Available	Mobile Home	Not Available	1940-59	0.089963	0.910037	0	67.1087	4.99902e-17	0
Level 1 charger	Not Available	Mobile Home	Not Available	1960-79	0.089963	0.910037	0	67.1087	8759.44	0
Level 1 charger	Not Available	Mobile Home	Not Available	1980-99	0.089963	0.910037	0	67.1087	6976.13	0
Level 1 charger	Not Available	Mobile Home	Not Available	2000-09	0.089963	0.910037	0	67.1087	571.153	0
Level 1 charger	Not Available	Mobile Home	Not Available	2010s	0.089963	0.910037	0	67.1087	4.99902e-17	0
Level 1 charger	Not Available	Mobile Home	Not Available	<1940	0.089963	0.910037	0	67.1087	4.99902e-17	0
Level 1 charger	Not Available	Mobile Home	Owner	1940-59	0	0	1	41.5674	3.10094e-17	0
Level 1 charger	Not Available	Mobile Home	Owner	1960-79	0	0	1	41.5674	5433.56	0
Level 1 charger	Not Available	Mobile Home	Owner	1980-99	0	0	1	41.5674	4327.36	0
Level 1 charger	Not Available	Mobile Home	Owner	2000-09	0	0	1	41.5674	354.291	0
Level 1 charger	Not Available	Mobile Home	Owner	2010s	0	0	1	41.5674	3.10094e-17	0
Level 1 charger	Not Available	Mobile Home	Owner	<1940	0	0	1	41.5674	3.10094e-17	0
Level 1 charger	Not Available	Mobile Home	Renter	1940-59	0	0	1	3.04399	2.25531e-18	0
Level 1 charger	Not Available	Mobile Home	Renter	1960-79	0	0	1	3.04399	395.182	0
Level 1 charger	Not Available	Mobile Home	Renter	1980-99	0	0	1	3.04399	314.728	0
Level 1 charger	Not Available	Mobile Home	Renter	2000-09	0	0	1	3.04399	25.7676	0
Level 1 charger	Not Available	Mobile Home	Renter	2010s	0	0	1	3.04399	2.25531e-18	0
Level 1 charger	Not Available	Mobile Home	Renter	<1940	0	0	1	3.04399	2.25531e-18	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.719904	0.280096	0	8.90988	4276.61	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0.719904	0.280096	0	8.90988	4101.36	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0.719904	0.280096	0	8.90988	4.65826e-17	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0.719904	0.280096	0	8.90988	4.65826e-17	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0.719904	0.280096	0	8.90988	4000.31	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.719904	0.280096	0	8.90988	3391.71	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	1	0.130083	62.849	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	1	0.130083	60.2735	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	1	0.130083	6.84577e-19	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	1	0.130083	6.84577e-19	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	1	0.130083	58.7886	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	1	0.130083	49.8446	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	1	6.88679	3302.58	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	1	6.88679	3167.24	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	1	6.88679	3.5973e-17	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	1	6.88679	3.5973e-17	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	1	6.88679	3089.21	0
Level 1 charger	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	1	6.88679	2619.22	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0.713705	0.286295	0	7.16244	1946.61	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0.713705	0.286295	0	7.16244	18475.8	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0.713705	0.286295	0	7.16244	4.68964e-17	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	2000-09	0.713705	0.286295	0	7.16244	33755.9	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0.713705	0.286295	0	7.16244	8481.01	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0.713705	0.286295	0	7.16244	5030.48	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	1	0.139003	37.9514	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	1	0.139003	360.207	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	1	0.139003	9.143e-19	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	2000-09	0	0	1	0.139003	658.111	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	1	0.139003	165.347	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	1	0.139003	98.075	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	1	5.30584	1440.96	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	1	5.30584	13676.5	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	1	5.30584	3.47146e-17	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	2000-09	0	0	1	5.30584	24987.5	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	1	5.30584	6277.98	0
Level 1 charger	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	1	5.30584	3723.76	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	1940-59	0.0160783	0.983922	0	10.1865	170.222	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	1960-79	0.0160783	0.983922	0	10.1865	14286.9	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	1980-99	0.0160783	0.983922	0	10.1865	5635.84	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	2000-09	0.0160783	0.983922	0	10.1865	9259.8	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	2010s	0.0160783	0.983922	0	10.1865	8153.68	0
Level 1 charger	Not Available	Single-Family Attached	Not Available	<1940	0.0160783	0.983922	0	10.1865	439.892	0
Level 1 charger	Not Available	Single-Family Attached	Owner	1940-59	0	0	1	4.02272	65.5855	0
Level 1 charger	Not Available	Single-Family Attached	Owner	1960-79	0	0	1	4.02272	5504.65	0
Level 1 charger	Not Available	Single-Family Attached	Owner	1980-99	0	0	1	4.02272	2171.46	0
Level 1 charger	Not Available	Single-Family Attached	Owner	2000-09	0	0	1	4.02272	3567.75	0
Level 1 charger	Not Available	Single-Family Attached	Owner	2010s	0	0	1	4.02272	3141.57	0
Level 1 charger	Not Available	Single-Family Attached	Owner	<1940	0	0	1	4.02272	169.488	0
Level 1 charger	Not Available	Single-Family Attached	Renter	1940-59	0	0	1	1.40552	24.4868	0
Level 1 charger	Not Available	Single-Family Attached	Renter	1960-79	0	0	1	1.40552	2055.2	0
Level 1 charger	Not Available	Single-Family Attached	Renter	1980-99	0	0	1	1.40552	810.729	0
Level 1 charger	Not Available	Single-Family Attached	Renter	2000-09	0	0	1	1.40552	1332.05	0
Level 1 charger	Not Available	Single-Family Attached	Renter	2010s	0	0	1	1.40552	1172.93	0
Level 1 charger	Not Available	Single-Family Attached	Renter	<1940	0	0	1	1.40552	63.2795	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	1940-59	0.0473124	0.952688	0	14.3079	57898.4	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	1960-79	0.18574	0.81426	0	8.74372	61145.1	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	1980-99	0.0430548	0.956945	0	11.1284	88087.9	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	2000-09	0	1	0	7.15395	37752.2	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	2010s	0.26848	0.73152	0	4.37186	23861.3	0
Level 1 charger	Not Available	Single-Family Detached	Not Available	<1940	0.130721	0.869279	0	9.93605	54153.5	0
Level 1 charger	Not Available	Single-Family Detached	Owner	1940-59	0	0	1	11.4837	45864.6	0
Level 1 charger	Not Available	Single-Family Detached	Owner	1960-79	0	0	1	7.01781	48436.5	0
Level 1 charger	Not Available	Single-Family Detached	Owner	1980-99	0	0	1	8.93176	69779.5	0
Level 1 charger	Not Available	Single-Family Detached	Owner	2000-09	0	0	1	5.74185	29905.7	0
Level 1 charger	Not Available	Single-Family Detached	Owner	2010s	0	0	1	3.50891	18901.9	0
Level 1 charger	Not Available	Single-Family Detached	Owner	<1940	0	0	1	7.97479	42898.1	0
Level 1 charger	Not Available	Single-Family Detached	Renter	1940-59	0	0	1	0.154543	700.156	0
Level 1 charger	Not Available	Single-Family Detached	Renter	1960-79	0	0	1	0.0944431	739.418	0
Level 1 charger	Not Available	Single-Family Detached	Renter	1980-99	0	0	1	0.1202	1065.23	0
Level 1 charger	Not Available	Single-Family Detached	Renter	2000-09	0	0	1	0.0772717	456.532	0
Level 1 charger	Not Available	Single-Family Detached	Renter	2010s	0	0	1	0.0472216	288.55	0
Level 1 charger	Not Available	Single-Family Detached	Renter	<1940	0	0	1	0.107322	654.869	0
Level 2 charger	0-100%	Mobile Home	Not Available	1940-59	0	0	1	6.16486	5.24871e-18	0
Level 2 charger	0-100%	Mobile Home	Not Available	1960-79	0	0	1	6.16486	5.24871e-18	0
Level 2 charger	0-100%	Mobile Home	Not Available	1980-99	0	0	1	6.16486	5.24871e-18	0
Level 2 charger	0-100%	Mobile Home	Not Available	2000-09	0	0	1	6.16486	522.253	0
Level 2 charger	0-100%	Mobile Home	Not Available	2010s	0	0	1	6.16486	5.24871e-18	0
Level 2 charger	0-100%	Mobile Home	Not Available	<1940	0	0	1	6.16486	5.24871e-18	0
Level 2 charger	0-100%	Mobile Home	Owner	1940-59	0	1	0	2.90774	2.40075e-18	5.01672e-08
Level 2 charger	0-100%	Mobile Home	Owner	1960-79	0	1	0	2.90774	2.40075e-18	5.07217e-07
Level 2 charger	0-100%	Mobile Home	Owner	1980-99	0	1	0	2.90774	2.40075e-18	5.22335e-07
Level 2 charger	0-100%	Mobile Home	Owner	2000-09	0	1	0	2.90774	238.877	1.30211e-07
Level 2 charger	0-100%	Mobile Home	Owner	2010s	0	1	0	2.90774	2.40075e-18	3.73048e-08
Level 2 charger	0-100%	Mobile Home	Owner	<1940	0	1	0	2.90774	2.40075e-18	1.17782e-08
Level 2 charger	0-100%	Mobile Home	Renter	1940-59	0	1	0	0.603825	5.4993e-19	7.54177e-08
Level 2 charger	0-100%	Mobile Home	Renter	1960-79	0	1	0	0.603825	5.4993e-19	7.0592e-07
Level 2 charger	0-100%	Mobile Home	Renter	1980-99	0	1	0	0.603825	5.4993e-19	8.6076e-07
Level 2 charger	0-100%	Mobile Home	Renter	2000-09	0	1	0	0.603825	54.7187	2.49946e-07
Level 2 charger	0-100%	Mobile Home	Renter	2010s	0	1	0	0.603825	5.4993e-19	6.80911e-08
Level 2 charger	0-100%	Mobile Home	Renter	<1940	0	1	0	0.603825	5.4993e-19	2.57899e-08
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0870201	179.387	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0870201	4.3977e-18	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.0870201	4.3977e-18	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.0870201	4.3977e-18	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0870201	4.3977e-18	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0870201	463.578	0
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.000220808	0.532243	1.13621e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.000220808	1.3048e-20	2.04473e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.000220808	1.3048e-20	1.55593e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.000220808	1.3048e-20	3.72303e-08
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.000220808	1.3048e-20	1.5387e-08
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.000220808	1.37544	2.11583e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0784472	160.377	6.75409e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.0784472	3.93166e-18	1.14739e-06
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.0784472	3.93166e-18	8.64435e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.0784472	3.93166e-18	2.78579e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.0784472	3.93166e-18	1.07541e-07
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0784472	414.451	8.38492e-07
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0372243	1.88354e-18	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0372243	256.301	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.0372243	1.88354e-18	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0372243	1.88354e-18	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0372243	1.88354e-18	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0372243	1.88354e-18	0
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	6.57528e-05	3.10889e-21	1.86352e-07
