Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
7B	1000-1499	1960s	0	2e-05	0.000587	0.003729	0.011283	0.022664	0.03554	0.047483	0.11998	0.316169	0.21467	0.115341	0.057259	0.041407	0.013869	3.02667e-05
1A	1500-1999	1960s	0	1e-06	3.2e-05	0.000317	0.001395	0.003827	0.007813	0.013107	0.044572	0.196531	0.224895	0.180354	0.123704	0.127432	0.07602	0.000292549
2A	1500-1999	1960s	0	1e-06	3.2e-05	0.000317	0.001395	0.003827	0.007813	0.013107	0.044572	0.196531	0.224895	0.180354	0.123704	0.127432	0.07602	0.0024253
2B	1500-1999	1960s	0	6.7e-05	0.001585	0.008418	0.021986	0.039069	0.055206	0.067402	0.151705	0.327903	0.179943	0.082225	0.035837	0.022562	0.006091	0.000413019
3A	1500-1999	1960s	0	5e-06	0.000199	0.001506	0.005275	0.011982	0.020859	0.030505	0.086661	0.279495	0.234068	0.147635	0.083401	0.069365	0.029045	0.00278334
3B	1500-1999	1960s	0	6.7e-05	0.001585	0.008418	0.021986	0.039069	0.055206	0.067402	0.151705	0.327903	0.179943	0.082225	0.035837	0.022562	0.006091	0.00194367
3C	1500-1999	1960s	0	3.3e-05	0.000885	0.00525	0.01498	0.028632	0.043031	0.055411	0.133523	0.324329	0.201929	0.101553	0.047798	0.032647	0.009998	0.000490446
4A	1500-1999	1960s	0	3e-06	0.000112	0.000926	0.003485	0.008411	0.015423	0.023595	0.071114	0.254199	0.236315	0.161476	0.097303	0.086846	0.040792	0.00450395
4B	1500-1999	1960s	0	5.3e-05	0.001309	0.007204	0.019379	0.035297	0.050931	0.063317	0.145836	0.327832	0.187737	0.088606	0.039633	0.025646	0.007221	0.000161722
4C	1500-1999	1960s	0	5e-06	0.000191	0.001457	0.005132	0.011706	0.02045	0.029997	0.085556	0.277859	0.234394	0.148668	0.084358	0.070494	0.029734	0.000602487
5A	1500-1999	1960s	0	1.9e-05	0.000562	0.003616	0.011019	0.022243	0.035008	0.04691	0.118965	0.315415	0.215544	0.116381	0.058002	0.042119	0.014197	0.00471456
5B	1500-1999	1960s	0	5.3e-05	0.001309	0.007204	0.019379	0.035297	0.050931	0.063317	0.145836	0.327832	0.187737	0.088606	0.039633	0.025646	0.007221	0.000792698
6A	1500-1999	1960s	0	4.8e-05	0.001223	0.006847	0.018622	0.03419	0.049653	0.062067	0.143956	0.327535	0.190079	0.090629	0.040869	0.026672	0.007609	0.00128272
6B	1500-1999	1960s	0	4.2e-05	0.001079	0.00617	0.017101	0.031907	0.046977	0.059421	0.13992	0.326647	0.194886	0.094899	0.043529	0.02893	0.008492	0.000193099
7A	1500-1999	1960s	0	4.8e-05	0.001223	0.006847	0.018622	0.03419	0.049653	0.062067	0.143956	0.327535	0.190079	0.090629	0.040869	0.026672	0.007609	0.000165187
7B	1500-1999	1960s	0	4.2e-05	0.001079	0.00617	0.017101	0.031907	0.046977	0.059421	0.13992	0.326647	0.194886	0.094899	0.043529	0.02893	0.008492	2.36736e-05
1A	2000-2499	1960s	0	2e-06	7e-05	0.000621	0.002478	0.006277	0.011994	0.019011	0.060019	0.232552	0.234359	0.170406	0.107972	0.101848	0.052391	0.000198082
2A	2000-2499	1960s	0	2e-06	7e-05	0.000621	0.002478	0.006277	0.011994	0.019011	0.060019	0.232552	0.234359	0.170406	0.107972	0.101848	0.052391	0.00164215
2B	2000-2499	1960s	0	0.000142	0.002832	0.013359	0.031776	0.052295	0.069259	0.07996	0.167614	0.321021	0.154165	0.063676	0.025594	0.014799	0.003507	0.000279652
3A	2000-2499	1960s	0	1.3e-05	0.000396	0.002675	0.008544	0.017975	0.029327	0.040555	0.107142	0.304815	0.224243	0.128073	0.066782	0.050918	0.018545	0.00188457
3B	2000-2499	1960s	0	0.000142	0.002832	0.013359	0.031776	0.052295	0.069259	0.07996	0.167614	0.321021	0.154165	0.063676	0.025594	0.014799	0.003507	0.00131604
3C	2000-2499	1960s	0	6.9e-05	0.00162	0.008589	0.022369	0.03963	0.055842	0.068003	0.152544	0.32782	0.178784	0.08132	0.035314	0.022149	0.005946	0.000332076
4A	2000-2499	1960s	0	7e-06	0.000229	0.00169	0.005808	0.012989	0.022324	0.032293	0.090462	0.284825	0.232773	0.144099	0.080181	0.065592	0.026731	0.00304958
4B	2000-2499	1960s	0	0.000111	0.002351	0.011541	0.028316	0.047787	0.064635	0.075984	0.162962	0.324418	0.162633	0.069399	0.028634	0.01702	0.004208	0.0001095
4C	2000-2499	1960s	0	1.2e-05	0.00038	0.002593	0.008329	0.017596	0.028807	0.039954	0.105971	0.303589	0.224998	0.129228	0.067682	0.051844	0.019016	0.000407938
5A	2000-2499	1960s	0	4.1e-05	0.001058	0.006074	0.016882	0.03157	0.046573	0.059014	0.139283	0.326469	0.195623	0.095564	0.043944	0.02928	0.008626	0.00319218
5B	2000-2499	1960s	0	0.000111	0.002351	0.011541	0.028316	0.047787	0.064635	0.075984	0.162962	0.324418	0.162633	0.069399	0.028634	0.01702	0.004208	0.000536729
6A	2000-2499	1960s	0	0.000104	0.00222	0.011028	0.027312	0.046446	0.063226	0.074739	0.161421	0.325229	0.165233	0.071224	0.029623	0.017753	0.004443	0.000868517
6B	2000-2499	1960s	0	8.8e-05	0.001962	0.010002	0.025269	0.043673	0.060266	0.072081	0.158023	0.326595	0.17067	0.075162	0.031805	0.019409	0.004993	0.000130746
7A	2000-2499	1960s	0	0.000104	0.00222	0.011028	0.027312	0.046446	0.063226	0.074739	0.161421	0.325229	0.165233	0.071224	0.029623	0.017753	0.004443	0.000111846
7B	2000-2499	1960s	0	8.8e-05	0.001962	0.010002	0.025269	0.043673	0.060266	0.072081	0.158023	0.326595	0.17067	0.075162	0.031805	0.019409	0.004993	1.60292e-05
1A	2500-2999	1960s	0	4e-06	0.000144	0.00115	0.004199	0.009871	0.017692	0.026531	0.077877	0.265843	0.235937	0.155608	0.091133	0.078838	0.035173	0.000112417
2A	2500-2999	1960s	0	4e-06	0.000144	0.00115	0.004199	0.009871	0.017692	0.026531	0.077877	0.265843	0.235937	0.155608	0.091133	0.078838	0.035173	0.000931966
2B	2500-2999	1960s	0	0.0003	0.004912	0.020417	0.044177	0.067374	0.083709	0.091461	0.178805	0.304202	0.127809	0.047732	0.017706	0.009423	0.001972	0.00015871
3A	2500-2999	1960s	0	2.6e-05	0.00074	0.004534	0.013282	0.025943	0.039711	0.051952	0.127759	0.321367	0.207711	0.10748	0.051757	0.036221	0.011518	0.00106955
3B	2500-2999	1960s	0	0.0003	0.004912	0.020417	0.044177	0.067374	0.083709	0.091461	0.178805	0.304202	0.127809	0.047732	0.017706	0.009423	0.001972	0.000746893
3C	2500-2999	1960s	0	0.000144	0.002883	0.013563	0.032173	0.052817	0.069796	0.080419	0.168137	0.32056	0.153171	0.06304	0.025272	0.014578	0.003445	0.000188463
4A	2500-2999	1960s	0	1.4e-05	0.000442	0.002946	0.009278	0.019267	0.031076	0.042542	0.110929	0.308538	0.221697	0.124359	0.063909	0.047966	0.017037	0.00173073
4B	2500-2999	1960s	0	0.000233	0.004107	0.017838	0.039838	0.062295	0.079026	0.087903	0.175767	0.310674	0.136323	0.052611	0.020036	0.010959	0.002391	6.21447e-05
4C	2500-2999	1960s	0	2.5e-05	0.000716	0.004409	0.012974	0.025443	0.039081	0.051285	0.126622	0.320679	0.208768	0.108629	0.052551	0.036964	0.011853	0.000231517
5A	2500-2999	1960s	0	8.5e-05	0.001912	0.009804	0.024872	0.043132	0.059687	0.07156	0.157353	0.326835	0.171719	0.075936	0.032242	0.01975	0.005113	0.00181166
5B	2500-2999	1960s	0	0.000233	0.004107	0.017838	0.039838	0.062295	0.079026	0.087903	0.175767	0.310674	0.136323	0.052611	0.020036	0.010959	0.002391	0.000304609
6A	2500-2999	1960s	0	0.000219	0.003902	0.017116	0.038557	0.06074	0.077547	0.086742	0.174685	0.312515	0.139002	0.054185	0.020797	0.011465	0.002529	0.000492908
6B	2500-2999	1960s	0	0.000185	0.00346	0.01562	0.035927	0.057536	0.074469	0.084283	0.172269	0.316038	0.144623	0.057606	0.022496	0.012627	0.002862	7.42018e-05
7A	2500-2999	1960s	0	0.000219	0.003902	0.017116	0.038557	0.06074	0.077547	0.086742	0.174685	0.312515	0.139002	0.054185	0.020797	0.011465	0.002529	6.34761e-05
7B	2500-2999	1960s	0	0.000185	0.00346	0.01562	0.035927	0.057536	0.074469	0.084283	0.172269	0.316038	0.144623	0.057606	0.022496	0.012627	0.002862	9.09702e-06
1A	3000-3999	1960s	0	1.1e-05	0.000343	0.002375	0.007736	0.016538	0.027352	0.038268	0.102656	0.299924	0.226922	0.132444	0.070287	0.054626	0.02052	0.000100181
2A	3000-3999	1960s	0	1.1e-05	0.000343	0.002375	0.007736	0.016538	0.027352	0.038268	0.102656	0.299924	0.226922	0.132444	0.070287	0.054626	0.02052	0.000830528
2B	3000-3999	1960s	2e-06	0.000748	0.0094	0.033117	0.0635	0.087995	0.100942	0.102978	0.184715	0.271728	0.096465	0.031735	0.010644	0.005112	0.000919	0.000141436
3A	3000-3999	1960s	0	6.7e-05	0.001581	0.008405	0.021963	0.039037	0.055168	0.067362	0.151634	0.32785	0.180007	0.082303	0.035893	0.022616	0.006115	0.000953136
3B	3000-3999	1960s	2e-06	0.000748	0.0094	0.033117	0.0635	0.087995	0.100942	0.102978	0.184715	0.271728	0.096465	0.031735	0.010644	0.005112	0.000919	0.000665599
3C	3000-3999	1960s	1e-06	0.000371	0.005725	0.022918	0.048226	0.07194	0.087754	0.094383	0.180918	0.297777	0.120479	0.043736	0.01586	0.008246	0.001666	0.00016795
4A	3000-3999	1960s	0	3.6e-05	0.000966	0.00564	0.015886	0.030039	0.044735	0.057153	0.136324	0.325413	0.198885	0.098647	0.045927	0.031014	0.009335	0.00154235
4B	3000-3999	1960s	1e-06	0.000594	0.007987	0.029363	0.058086	0.082513	0.096632	0.100352	0.184066	0.281184	0.104343	0.035494	0.012225	0.006031	0.001128	5.53807e-05
4C	3000-3999	1960s	0	6.5e-05	0.001532	0.008187	0.021496	0.038368	0.05442	0.066656	0.150645	0.327922	0.181376	0.083389	0.036527	0.023121	0.006295	0.000206318
5A	3000-3999	1960s	0	0.000216	0.00388	0.017061	0.038469	0.060635	0.077442	0.08665	0.174572	0.312572	0.139204	0.054335	0.020882	0.01153	0.002551	0.00161447
5B	3000-3999	1960s	1e-06	0.000594	0.007987	0.029363	0.058086	0.082513	0.096632	0.100352	0.184066	0.281184	0.104343	0.035494	0.012225	0.006031	0.001128	0.000271455
6A	3000-3999	1960s	1e-06	0.000552	0.007584	0.028255	0.056446	0.080813	0.09526	0.099481	0.183744	0.284	0.106838	0.036721	0.012754	0.006347	0.001203	0.000439259
6B	3000-3999	1960s	1e-06	0.00047	0.00679	0.026044	0.053112	0.07728	0.09233	0.097548	0.182829	0.289686	0.11217	0.039399	0.013921	0.007049	0.001371	6.61255e-05
7A	3000-3999	1960s	1e-06	0.000552	0.007584	0.028255	0.056446	0.080813	0.09526	0.099481	0.183744	0.284	0.106838	0.036721	0.012754	0.006347	0.001203	5.65672e-05
7B	3000-3999	1960s	1e-06	0.00047	0.00679	0.026044	0.053112	0.07728	0.09233	0.097548	0.182829	0.289686	0.11217	0.039399	0.013921	0.007049	0.001371	8.10688e-06
1A	4000+	1960s	0.000172	0.012138	0.063641	0.123536	0.152089	0.148211	0.12678	0.100443	0.131798	0.114669	0.021074	0.004188	0.000934	0.000297	3e-05	5.07948e-05
2A	4000+	1960s	0.000172	0.012138	0.063641	0.123536	0.152089	0.148211	0.12678	0.100443	0.131798	0.114669	0.021074	0.004188	0.000934	0.000297	3e-05	0.000421101
2B	4000+	1960s	0.002683	0.108256	0.247342	0.233953	0.163531	0.101437	0.059851	0.034638	0.031506	0.015336	0.001297	0.000144	2e-05	4e-06	1e-06	7.1712e-05
3A	4000+	1960s	0.000607	0.035252	0.129961	0.185952	0.180182	0.144981	0.105818	0.073195	0.081608	0.054292	0.006904	0.001023	0.000178	4.4e-05	3e-06	0.000483267
3B	4000+	1960s	0.002683	0.108256	0.247342	0.233953	0.163531	0.101437	0.059851	0.034638	0.031506	0.015336	0.001297	0.000144	2e-05	4e-06	1e-06	0.000337477
3C	4000+	1960s	0.001573	0.079896	0.212289	0.226995	0.174798	0.117143	0.073617	0.044902	0.043311	0.023001	0.002169	0.000259	3.8e-05	8e-06	1e-06	8.51554e-05
4A	4000+	1960s	0.000415	0.025318	0.104797	0.166067	0.174333	0.149526	0.115045	0.083237	0.097902	0.07108	0.010209	0.001668	0.000315	8.4e-05	7e-06	0.000782014
4B	4000+	1960s	0.002255	0.098093	0.235651	0.232378	0.167854	0.106867	0.0644	0.03793	0.035182	0.017633	0.001548	0.000177	2.5e-05	5e-06	1e-06	2.80796e-05
4C	4000+	1960s	0.000579	0.034403	0.128172	0.184713	0.179934	0.145388	0.106484	0.073879	0.082678	0.05536	0.00711	0.001063	0.000186	4.6e-05	4e-06	0.000104609
5A	4000+	1960s	0.001127	0.062696	0.185573	0.217489	0.179978	0.127721	0.084104	0.053344	0.053791	0.030561	0.003143	0.000398	6.1e-05	1.3e-05	1e-06	0.000818581
5B	4000+	1960s	0.002255	0.098093	0.235651	0.232378	0.167854	0.106867	0.0644	0.03793	0.035182	0.017633	0.001548	0.000177	2.5e-05	5e-06	1e-06	0.000137635
6A	4000+	1960s	0.002098	0.094897	0.232086	0.231808	0.169116	0.108534	0.065835	0.038988	0.036384	0.018399	0.001633	0.000188	2.7e-05	5e-06	1e-06	0.000222716
6B	4000+	1960s	0.001922	0.088855	0.224091	0.230094	0.171597	0.112063	0.068935	0.041293	0.039016	0.020072	0.001815	0.00021	3e-05	6e-06	1e-06	3.35275e-05
7A	4000+	1960s	0.002098	0.094897	0.232086	0.231808	0.169116	0.108534	0.065835	0.038988	0.036384	0.018399	0.001633	0.000188	2.7e-05	5e-06	1e-06	2.86811e-05
7B	4000+	1960s	0.001922	0.088855	0.224091	0.230094	0.171597	0.112063	0.068935	0.041293	0.039016	0.020072	0.001815	0.00021	3e-05	6e-06	1e-06	4.11041e-06
1A	500-749	1960s	0	0	5e-06	6.7e-05	0.000363	0.001175	0.002762	0.005231	0.020894	0.122251	0.183321	0.181183	0.147158	0.183319	0.15227	0.000126395
2A	500-749	1960s	0	0	5e-06	6.7e-05	0.000363	0.001175	0.002762	0.005231	0.020894	0.122251	0.183321	0.181183	0.147158	0.183319	0.15227	0.00104784
2B	500-749	1960s	0	1.3e-05	0.000415	0.002795	0.008876	0.018564	0.030129	0.041468	0.108891	0.306572	0.223102	0.126366	0.065448	0.049534	0.017828	0.000178444
3A	500-749	1960s	0	1e-06	4e-05	0.00039	0.001664	0.004452	0.008908	0.01469	0.048851	0.207259	0.22847	0.178018	0.119282	0.119703	0.068272	0.00120253
3B	500-749	1960s	0	1.3e-05	0.000415	0.002795	0.008876	0.018564	0.030129	0.041468	0.108891	0.306572	0.223102	0.126366	0.065448	0.049534	0.017828	0.000839759
3C	500-749	1960s	0	6e-06	0.000219	0.001627	0.005627	0.012651	0.021838	0.031707	0.089237	0.283176	0.233238	0.145241	0.081204	0.066778	0.027453	0.000211896
4A	500-749	1960s	0	0	2e-05	0.000221	0.001024	0.002927	0.006183	0.01068	0.037737	0.1779	0.217243	0.183198	0.130872	0.141079	0.090914	0.00194592
4B	500-749	1960s	0	1e-05	0.000334	0.002332	0.007632	0.016365	0.027124	0.038014	0.102183	0.299491	0.227274	0.132924	0.070647	0.054983	0.020686	6.98715e-05
4C	500-749	1960s	0	1e-06	3.9e-05	0.000376	0.001611	0.004331	0.008696	0.014385	0.048032	0.205235	0.22783	0.178491	0.12013	0.121153	0.06969	0.000260303
5A	500-749	1960s	0	3e-06	0.000132	0.001064	0.003927	0.009318	0.01684	0.025438	0.075395	0.261705	0.236192	0.157782	0.093366	0.081694	0.037143	0.00203691
5B	500-749	1960s	0	1e-05	0.000334	0.002332	0.007632	0.016365	0.027124	0.038014	0.102183	0.299491	0.227274	0.132924	0.070647	0.054983	0.020686	0.000342483
6A	500-749	1960s	0	9e-06	0.000311	0.002201	0.007275	0.015725	0.026237	0.03698	0.100128	0.297147	0.228416	0.134912	0.072275	0.056738	0.021646	0.000554194
6B	500-749	1960s	0	8e-06	0.000273	0.00196	0.006584	0.014448	0.024428	0.034837	0.095782	0.291876	0.230571	0.139059	0.075769	0.06059	0.023816	8.34278e-05
7A	500-749	1960s	0	9e-06	0.000311	0.002201	0.007275	0.015725	0.026237	0.03698	0.100128	0.297147	0.228416	0.134912	0.072275	0.056738	0.021646	7.13684e-05
7B	500-749	1960s	0	8e-06	0.000273	0.00196	0.006584	0.014448	0.024428	0.034837	0.095782	0.291876	0.230571	0.139059	0.075769	0.06059	0.023816	1.02281e-05
1A	750-999	1960s	0	0	8e-06	9.9e-05	0.000507	0.001579	0.003587	0.006599	0.02536	0.13866	0.195134	0.183627	0.143339	0.170698	0.130804	0.000215009
2A	750-999	1960s	0	0	8e-06	9.9e-05	0.000507	0.001579	0.003587	0.006599	0.02536	0.13866	0.195134	0.183627	0.143339	0.170698	0.130804	0.00178248
2B	750-999	1960s	0	1.9e-05	0.000574	0.003671	0.01115	0.022456	0.03528	0.047206	0.119497	0.31584	0.215104	0.115836	0.057607	0.041738	0.014022	0.00030355
3A	750-999	1960s	0	1e-06	6e-05	0.000543	0.002215	0.005707	0.011051	0.017718	0.056759	0.225545	0.233066	0.172791	0.111227	0.106773	0.056544	0.00204562
3B	750-999	1960s	0	1.9e-05	0.000574	0.003671	0.01115	0.022456	0.03528	0.047206	0.119497	0.31584	0.215104	0.115836	0.057607	0.041738	0.014022	0.00142851
3C	750-999	1960s	0	9e-06	0.000307	0.002171	0.007187	0.015562	0.026007	0.03671	0.099586	0.296499	0.228688	0.135432	0.072714	0.057219	0.021909	0.000360454
4A	750-999	1960s	0	1e-06	3.2e-05	0.000317	0.001394	0.00382	0.007796	0.013076	0.044472	0.196222	0.224773	0.180419	0.123836	0.127653	0.076189	0.00331019
4B	750-999	1960s	0	1.5e-05	0.000466	0.003085	0.009647	0.01991	0.031942	0.043521	0.112774	0.310256	0.220374	0.122539	0.062535	0.046584	0.016352	0.000118858
4C	750-999	1960s	0	1e-06	5.7e-05	0.000523	0.002146	0.005553	0.010795	0.017362	0.055855	0.223575	0.232672	0.173429	0.112123	0.108156	0.057753	0.000442799
5A	750-999	1960s	0	5e-06	0.000189	0.001443	0.005086	0.011613	0.02031	0.029822	0.085177	0.277314	0.234506	0.149008	0.084674	0.070874	0.029981	0.00346497
5B	750-999	1960s	0	1.5e-05	0.000466	0.003085	0.009647	0.01991	0.031942	0.043521	0.112774	0.310256	0.220374	0.122539	0.062535	0.046584	0.016352	0.000582596
6A	750-999	1960s	0	1.4e-05	0.000437	0.002923	0.00922	0.019171	0.030953	0.042408	0.110686	0.308324	0.221867	0.124595	0.064093	0.048162	0.017147	0.000942737
6B	750-999	1960s	0	1.2e-05	0.000381	0.002602	0.008365	0.017673	0.028924	0.040096	0.10626	0.303916	0.22483	0.128952	0.067465	0.05162	0.018904	0.000141918
7A	750-999	1960s	0	1.4e-05	0.000437	0.002923	0.00922	0.019171	0.030953	0.042408	0.110686	0.308324	0.221867	0.124595	0.064093	0.048162	0.017147	0.000121404
7B	750-999	1960s	0	1.2e-05	0.000381	0.002602	0.008365	0.017673	0.028924	0.040096	0.10626	0.303916	0.22483	0.128952	0.067465	0.05162	0.018904	1.7399e-05
1A	0-499	1970s	0	0	4e-06	4.9e-05	0.000276	0.000923	0.00223	0.004321	0.017803	0.109966	0.173408	0.178173	0.149323	0.192753	0.170771	7.01945e-05
2A	0-499	1970s	0	0	4e-06	4.9e-05	0.000276	0.000923	0.00223	0.004321	0.017803	0.109966	0.173408	0.178173	0.149323	0.192753	0.170771	0.000581929
2B	0-499	1970s	0	1e-05	0.000319	0.00224	0.007369	0.015879	0.026437	0.037203	0.100551	0.297588	0.228156	0.134493	0.071936	0.056373	0.021446	9.91004e-05
3A	0-499	1970s	0	0	2.9e-05	0.000294	0.001309	0.003625	0.007456	0.012585	0.043132	0.192751	0.223479	0.181057	0.125221	0.130191	0.07887	0.000667837
3B	0-499	1970s	0	1e-05	0.000319	0.00224	0.007369	0.015879	0.026437	0.037203	0.100551	0.297588	0.228156	0.134493	0.071936	0.056373	0.021446	0.000466367
3C	0-499	1970s	0	4e-06	0.000164	0.00128	0.004598	0.010664	0.018895	0.028058	0.081315	0.27144	0.235431	0.15253	0.088046	0.07497	0.032604	0.000117678
4A	0-499	1970s	0	0	1.5e-05	0.000169	0.000807	0.002369	0.005126	0.009047	0.032918	0.163545	0.210136	0.184298	0.135889	0.151754	0.103927	0.00108068
4B	0-499	1970s	0	7e-06	0.000254	0.001855	0.006299	0.013927	0.02369	0.033953	0.093953	0.289508	0.231382	0.140814	0.077284	0.062287	0.024785	3.88038e-05
4C	0-499	1970s	0	0	2.8e-05	0.000285	0.001272	0.003529	0.007275	0.012311	0.042356	0.190678	0.222702	0.181436	0.126036	0.13167	0.080419	0.000144561
5A	0-499	1970s	0	2e-06	9.8e-05	0.000829	0.003178	0.007779	0.014429	0.022288	0.068019	0.248455	0.236089	0.164079	0.100235	0.090815	0.043704	0.00113122
5B	0-499	1970s	0	7e-06	0.000254	0.001855	0.006299	0.013927	0.02369	0.033953	0.093953	0.289508	0.231382	0.140814	0.077284	0.062287	0.024785	0.000190201
6A	0-499	1970s	0	7e-06	0.000239	0.00176	0.006013	0.013378	0.022887	0.032975	0.091896	0.286793	0.232255	0.142757	0.078969	0.064184	0.025887	0.000307777
6B	0-499	1970s	0	6e-06	0.000206	0.001553	0.005413	0.012243	0.02124	0.030971	0.087661	0.280948	0.233775	0.146711	0.082536	0.068333	0.028403	4.63324e-05
7A	0-499	1970s	0	7e-06	0.000239	0.00176	0.006013	0.013378	0.022887	0.032975	0.091896	0.286793	0.232255	0.142757	0.078969	0.064184	0.025887	3.96351e-05
7B	0-499	1970s	0	6e-06	0.000206	0.001553	0.005413	0.012243	0.02124	0.030971	0.087661	0.280948	0.233775	0.146711	0.082536	0.068333	0.028403	5.68027e-06
1A	1000-1499	1970s	0	0	1.7e-05	0.000185	0.000876	0.002551	0.00548	0.009604	0.034597	0.168712	0.212817	0.184002	0.134127	0.147902	0.099129	0.000534102
2A	1000-1499	1970s	0	0	1.7e-05	0.000185	0.000876	0.002551	0.00548	0.009604	0.034597	0.168712	0.212817	0.184002	0.134127	0.147902	0.099129	0.00442783
2B	1000-1499	1970s	0	3.7e-05	0.000991	0.005758	0.016161	0.030469	0.045259	0.05769	0.137198	0.325792	0.197963	0.097742	0.045334	0.030488	0.009118	0.000754043
3A	1000-1499	1970s	0	3e-06	0.000115	0.000948	0.003557	0.008561	0.01566	0.023906	0.071841	0.255493	0.236315	0.160858	0.096634	0.08596	0.040148	0.00508149
3B	1000-1499	1970s	0	3.7e-05	0.000991	0.005758	0.016161	0.030469	0.045259	0.05769	0.137198	0.325792	0.197963	0.097742	0.045334	0.030488	0.009118	0.00354854
3C	1000-1499	1970s	0	1.8e-05	0.000541	0.003502	0.010731	0.021757	0.034373	0.046212	0.117699	0.314404	0.216561	0.11764	0.058918	0.043014	0.014628	0.000895399
4A	1000-1499	1970s	0	1e-06	6.3e-05	0.000568	0.002294	0.005873	0.011322	0.018088	0.057697	0.227617	0.233495	0.172106	0.110262	0.105299	0.055315	0.00822279
4B	1000-1499	1970s	0	3e-05	0.000814	0.004892	0.014129	0.027289	0.041383	0.053707	0.130723	0.323017	0.204809	0.104434	0.049702	0.034353	0.010718	0.000295253
4C	1000-1499	1970s	0	3e-06	0.00011	0.000914	0.003451	0.008347	0.015327	0.023474	0.070833	0.253682	0.236288	0.161709	0.097571	0.087217	0.041074	0.00109995
5A	1000-1499	1970s	0	1e-05	0.000341	0.002375	0.007752	0.01658	0.027421	0.038359	0.102856	0.300212	0.226858	0.132263	0.070124	0.05444	0.02041	0.00860729
5B	1000-1499	1970s	0	3e-05	0.000814	0.004892	0.014129	0.027289	0.041383	0.053707	0.130723	0.323017	0.204809	0.104434	0.049702	0.034353	0.010718	0.00144722
6A	1000-1499	1970s	0	2.7e-05	0.000764	0.004644	0.013538	0.026352	0.040225	0.052499	0.128702	0.321926	0.206797	0.106513	0.051108	0.035634	0.011268	0.00234184
6B	1000-1499	1970s	0	2.3e-05	0.000669	0.004162	0.012365	0.024456	0.03784	0.049969	0.12437	0.319292	0.210852	0.11091	0.054129	0.038441	0.012522	0.000352538
7A	1000-1499	1970s	0	2.7e-05	0.000764	0.004644	0.013538	0.026352	0.040225	0.052499	0.128702	0.321926	0.206797	0.106513	0.051108	0.035634	0.011268	0.000301579
7B	1000-1499	1970s	0	2.3e-05	0.000669	0.004162	0.012365	0.024456	0.03784	0.049969	0.12437	0.319292	0.210852	0.11091	0.054129	0.038441	0.012522	4.32205e-05
1A	1500-1999	1970s	0	1e-06	3.8e-05	0.000367	0.00158	0.004262	0.008579	0.01422	0.047599	0.204194	0.227509	0.178736	0.120568	0.121908	0.070439	0.000417756
2A	1500-1999	1970s	0	1e-06	3.8e-05	0.000367	0.00158	0.004262	0.008579	0.01422	0.047599	0.204194	0.227509	0.178736	0.120568	0.121908	0.070439	0.0034633
2B	1500-1999	1970s	0	7.8e-05	0.001785	0.009285	0.023815	0.041665	0.058088	0.070093	0.1554	0.327355	0.174671	0.078141	0.033483	0.020705	0.005436	0.000589787
3A	1500-1999	1970s	0	7e-06	0.000231	0.001707	0.005862	0.013096	0.022484	0.03249	0.090886	0.285432	0.232634	0.143702	0.079818	0.06517	0.026482	0.00397457
3B	1500-1999	1970s	0	7.8e-05	0.001785	0.009285	0.023815	0.041665	0.058088	0.070093	0.1554	0.327355	0.174671	0.078141	0.033483	0.020705	0.005436	0.00277554
3C	1500-1999	1970s	0	3.8e-05	0.001006	0.005832	0.016334	0.03074	0.04559	0.05803	0.137747	0.326013	0.19738	0.09718	0.044968	0.030163	0.008979	0.000700351
4A	1500-1999	1970s	0	3e-06	0.00013	0.001051	0.003888	0.009244	0.016726	0.025292	0.075056	0.26111	0.236205	0.158081	0.093682	0.082104	0.037426	0.00643159
4B	1500-1999	1970s	0	6.1e-05	0.001479	0.007972	0.021055	0.037745	0.053725	0.066003	0.149733	0.328007	0.182652	0.084398	0.037116	0.023591	0.006463	0.000230937
4C	1500-1999	1970s	0	6e-06	0.000222	0.001653	0.005705	0.012799	0.02205	0.031961	0.089765	0.283879	0.233038	0.144752	0.080764	0.066265	0.027139	0.000860344
5A	1500-1999	1970s	0	2.2e-05	0.000646	0.004048	0.012094	0.024018	0.037286	0.049377	0.123338	0.318611	0.211797	0.111967	0.054861	0.039119	0.012816	0.00673233
5B	1500-1999	1970s	0	6.1e-05	0.001479	0.007972	0.021055	0.037745	0.053725	0.066003	0.149733	0.328007	0.182652	0.084398	0.037116	0.023591	0.006463	0.00113196
6A	1500-1999	1970s	0	5.7e-05	0.001388	0.007584	0.020235	0.036569	0.052401	0.064742	0.147926	0.327999	0.185072	0.086377	0.038292	0.024545	0.006812	0.00183171
6B	1500-1999	1970s	0	4.8e-05	0.001223	0.006847	0.018622	0.03419	0.049653	0.062067	0.143956	0.327535	0.190079	0.090629	0.040869	0.026672	0.007609	0.000275743
7A	1500-1999	1970s	0	5.7e-05	0.001388	0.007584	0.020235	0.036569	0.052401	0.064742	0.147926	0.327999	0.185072	0.086377	0.038292	0.024545	0.006812	0.000235885
