Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Electric Baseboard	Electric Boiler	Electric Furnace	"Gas Boiler, 72% AFUE"	"Gas Boiler, 76% AFUE"	"Gas Boiler, 80% AFUE"	"Gas Boiler, 85% AFUE"	"Gas Boiler, 96% AFUE"	"Gas Furnace, 60% AFUE"	"Gas Furnace, 68% AFUE"	"Gas Furnace, 76% AFUE"	"Gas Furnace, 80% AFUE"	"Gas Furnace, 90% AFUE"	"Gas Furnace, 96% AFUE"	None	"Oil Boiler, 72% AFUE"	"Propane Boiler, 72% AFUE"
H1C1 OR	1970s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1970s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1970s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	1980s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1980s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	1980s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1980s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1980s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	1980s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1980s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1980s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	1990s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1990s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1990s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1990s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	1990s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	1990s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	2000s/2010s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	2000s/2010s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	2000s/2010s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	2000s/2010s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	2000s/2010s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 OR	2000s/2010s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	2000s/2010s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 OR	2000s/2010s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	pre-1950	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	pre-1950	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	pre-1950	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	pre-1950	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	pre-1950	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	pre-1950	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1950s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1950s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1950s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1950s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1950s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1960s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1970s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1970s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1970s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1970s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1980s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1980s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1980s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1980s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1980s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1980s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	1990s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	1990s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	2000s/2010s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	2000s/2010s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	2000s/2010s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	2000s/2010s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	2000s/2010s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C1 WA	2000s/2010s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C1 WA	2000s/2010s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	Electricity	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	pre-1950	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	pre-1950	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1950s	Electricity	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1950s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1950s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1950s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1950s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1950s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1950s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1950s	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1950s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1960s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1960s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1970s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1970s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1970s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1970s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1970s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1970s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1970s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1970s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1980s	Electricity	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1980s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1980s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1980s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1990s	Electricity	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1990s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1990s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1990s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1990s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1990s	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	1990s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	1990s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	2000s/2010s	Electricity	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	2000s/2010s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	2000s/2010s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C2	2000s/2010s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C2	2000s/2010s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	pre-1950	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	pre-1950	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	pre-1950	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	pre-1950	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	pre-1950	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	pre-1950	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	pre-1950	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	pre-1950	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1950s	Electricity	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1950s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1950s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1950s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1950s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1950s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1950s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1950s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1960s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1960s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1960s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1960s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1960s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1960s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1960s	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1960s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1960s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1970s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1970s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1970s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1970s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1970s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1970s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1980s	Electricity	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1980s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1980s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1980s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1980s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1980s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1980s	Other Fuel	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1980s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1980s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1990s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1990s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1990s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1990s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1990s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	1990s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1990s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	1990s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	2000s/2010s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	2000s/2010s	Fuel Oil	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	2000s/2010s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	2000s/2010s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	2000s/2010s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H1C3	2000s/2010s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	2000s/2010s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H1C3	2000s/2010s	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H2	pre-1950	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	pre-1950	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	pre-1950	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H2	pre-1950	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	pre-1950	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	pre-1950	Propane/LPG	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H2	1950s	Fuel Oil	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	1950s	Natural Gas	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	1950s	None	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	1950s	None	No	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625
H2	1950s	Other Fuel	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H2	1950s	Propane/LPG	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
